iter	RMSE
185	0.02862806815
186	0.02860502486
187	0.02857382676
188	0.02855090049
189	0.02851384671
190	0.0284919967
191	0.02847974994
192	0.02845958395
193	0.02838402737
194	0.02836564224
195	0.02832863758
196	0.02831440373
197	0.0283003741
198	0.02827314902
199	0.02824250677
200	0.02817172831
201	0.02815464221
202	0.02810052154
203	0.0280821723
204	0.02803078636
205	0.02799657567
206	0.02794625186
207	0.02789587653
208	0.02788217305
209	0.02785451094
210	0.02781207452
211	0.0277919532
212	0.02777708165
213	0.02775365462
214	0.02773707168
215	0.02772471616
216	0.02767723899
217	0.02764200088
218	0.02762837318
219	0.02757924982
220	0.02754346003
221	0.0275009837
222	0.02748258426
223	0.02747624058
224	0.02742687135
225	0.02741438423
226	0.02738950304
227	0.0273561865
228	0.02733966688
229	0.02732225491
230	0.02729072036
231	0.02726106596
232	0.02721820655
233	0.0271917154
234	0.02713579032
235	0.0271165513
236	0.02709432166
237	0.0270722068
238	0.02705099973
239	0.02699959419
240	0.02696814957
241	0.02696239483
242	0.02694302199
243	0.02692876914
244	0.02688446579
245	0.0268417532
246	0.02680069926
247	0.02675797928
248	0.02672455754
249	0.0267150086
250	0.02667718237
251	0.02667113028
252	0.02662759802
253	0.02660212431
254	0.02656581228
255	0.02653140479
256	0.02649521724
257	0.02646140364
258	0.02642586694
259	0.026402743
260	0.02637725361
261	0.0263658783
262	0.02635334446
263	0.02632955395
264	0.02630755491
265	0.02628865377
266	0.0262540542
267	0.02621339294
268	0.02619531803
269	0.02617358719
270	0.02614979793
271	0.02614292718
272	0.02612995713
273	0.02611774881
274	0.0261054425
275	0.02608043831
276	0.02605217415
277	0.02603388522
278	0.02601893952
279	0.02601385157
280	0.02600693806
281	0.02599242485
282	0.02594936969
283	0.02591094393
284	0.02589326604
285	0.02588526516
286	0.02584212147
287	0.02582917889
288	0.02581223228
289	0.02580009325
290	0.02578223346
291	0.02577008152
292	0.02571750904
293	0.02567547004
294	0.02563578333
295	0.02560209397
296	0.02559656261
297	0.02557184892
298	0.02555041918
299	0.02550565236
300	0.02550144149
301	0.02545755012
302	0.02544223483
303	0.02542501561
304	0.02541418583
305	0.0253827205
306	0.02536111339
307	0.02533862674
308	0.02532409215
309	0.02529862794
310	0.02525985763
311	0.02523609478
312	0.0252224025
313	0.02520612584
314	0.02519331401
315	0.02517378016
316	0.0251357586
317	0.02510915246
318	0.0250832912
319	0.02507684542
320	0.02505541495
321	0.02501790306
322	0.02500045161
323	0.02498762061
324	0.02497464555
325	0.02496802629
326	0.0249506361
327	0.02492887634
328	0.02491636532
329	0.02488533559
330	0.02487466351
331	0.02484871174
332	0.02481665164
333	0.02479183265
334	0.02476260472
335	0.02472410279
336	0.02471260274
337	0.02469092432
338	0.02467320698
339	0.0246507095
340	0.0246399259
341	0.02459852138
342	0.02459454531
343	0.02457628272
344	0.02454655422
345	0.02452572378
346	0.0245023162
347	0.02448406157
348	0.02446964923
349	0.0244476921
350	0.02444254182
351	0.02440595857
352	0.02440221894
353	0.02438219633
354	0.02434596291
355	0.02433914592
356	0.0243168951
357	0.02429887544
358	0.02426368282
359	0.02423000512
360	0.02419956869
361	0.02417646226
362	0.02416378489
363	0.02415259882
364	0.02412879599
365	0.02410878881
366	0.024099417
367	0.02408337946
368	0.02406100717
369	0.02404275187
370	0.02403047286
371	0.02401490625
372	0.02399035023
373	0.02396074416
374	0.02393234638
375	0.02390530312
376	0.02388726015
377	0.02386826405
378	0.02383710127
379	0.02381860938
380	0.02378738395
381	0.02377865494
382	0.02376799291
383	0.02375296298
384	0.02373058089
385	0.02372103788
386	0.02370717751
387	0.02368990281
388	0.02367865499
389	0.02366866479
390	0.02365111068
391	0.02364012037
392	0.02363083821
393	0.0235996949
394	0.02358034223
395	0.02356463878
396	0.02355011669
397	0.02352497537
398	0.02350354845
399	0.02348608758
400	0.02347787788
401	0.02346031441
402	0.02345308037
403	0.0234404916
404	0.02342485838
405	0.02340865493
406	0.02339695368
407	0.02338148621
408	0.02336772538
409	0.02335200699
410	0.02333905707
411	0.02332685135
412	0.02332031606
413	0.02330251904
414	0.02326530558
415	0.02324393826
416	0.02322713419
417	0.02322347406
418	0.02319398773
419	0.02316598209
420	0.02314617596
421	0.02313889641
422	0.02312339945
423	0.02310467859
424	0.02309130838
425	0.0230756422
426	0.02307206852
427	0.02305190117
428	0.02303308731
429	0.02302965199
430	0.02301762659
431	0.0229986387
432	0.02298606873
433	0.02295955519
434	0.02294935324
435	0.02293414683
436	0.02292304636
437	0.02290251529
438	0.02288637389
439	0.02287769842
440	0.02285399947
441	0.02282838319
442	0.02280360291
443	0.02279394729
444	0.02278522877
445	0.02278248708
446	0.0227730313
447	0.02275070491
448	0.02274804848
449	0.02273637486
450	0.02272402523
451	0.02270945325
452	0.0226853195
453	0.02266369641
454	0.02265451696
455	0.02263806162
456	0.02262003457
457	0.02260443532
458	0.02260177487
459	0.02258029524
460	0.0225768717
461	0.02256667888
462	0.02255463904
463	0.0225411883
464	0.02251949754
465	0.02251342183
466	0.02249736789
467	0.02247979001
468	0.02246518945
469	0.0224535664
470	0.02244882964
471	0.02243795828
472	0.02241666742
473	0.02238180336
474	0.02235377569
475	0.02233333033
476	0.02231693334
477	0.02230098339
478	0.02228342615
479	0.02226305794
480	0.02224468918
481	0.02223459658
482	0.02222406466
483	0.02220962646
484	0.02218122596
485	0.02215533432
486	0.02214038257
487	0.02212387008
488	0.02211072713
489	0.02209228067
490	0.02208227377
491	0.02206674137
492	0.02205299467
493	0.02203885145
494	0.02202631427
495	0.0220097187
496	0.02200067981
497	0.02198778769
498	0.02196175793
499	0.02194468668
500	0.02193303522
501	0.0219249223
502	0.02190049687
503	0.02188943937
504	0.02187119186
505	0.0218630412
506	0.02185224318
507	0.02184331863
508	0.02182335322
509	0.02181307847
510	0.0218083716
511	0.02179273603
512	0.0217824981
513	0.02176562783
514	0.02176154409
515	0.02173910435
516	0.02172657664
517	0.02171245183
518	0.02169776991
519	0.02168308594
520	0.02167237643
521	0.02166549429
522	0.02165972618
523	0.02164237548
524	0.0216384679
525	0.0216179053
526	0.02160094149
527	0.02158340189
528	0.02157149961
529	0.02156131599
530	0.02154810075
531	0.02153568885
532	0.0215287344
533	0.02152580235
534	0.02150949986
535	0.0214981548
536	0.02148659149
537	0.02147888875
538	0.02145043237
539	0.02144422258
540	0.0214269198
541	0.02141106103
542	0.02140767412
543	0.02139390549
544	0.02139074481
545	0.0213776991
546	0.02136725531
547	0.02136117756
548	0.02135789971
549	0.0213446593
550	0.02132630524
551	0.02129286048
552	0.02128447114
553	0.02127366354
554	0.02126229647
555	0.02125046454
556	0.0212230215
557	0.02120857817
558	0.02119370491
559	0.02118457906
560	0.02116734624
561	0.02116403133
562	0.0211496663
563	0.02113825772
564	0.02112540401
565	0.02111259311
566	0.02109498809
567	0.02108455927
568	0.02107416448
569	0.02106245428
570	0.02104703044
571	0.02103490451
572	0.02101214036
573	0.02099252885
574	0.0209853886
575	0.02097702197
576	0.02096907102
577	0.02096267715
578	0.02093673565
579	0.02092363895
580	0.02091134975
581	0.02089788368
582	0.0208799627
583	0.02086966923
584	0.02085228449
585	0.02084831998
586	0.0208458946
587	0.02083985595
588	0.02083670095
589	0.02082533417
590	0.02081416574
591	0.02079840685
592	0.02078383491
593	0.02077761935
594	0.02076143343
595	0.02075928178
596	0.02074584553
597	0.0207211509
598	0.02071066731
599	0.02070784903
600	0.02070530894
601	0.02068832467
602	0.02067880297
603	0.02066271068
604	0.02065027782
605	0.02063413299
606	0.02061958385
607	0.0206068196
608	0.02059020132
609	0.0205780054
610	0.02056172793
611	0.02055656227
612	0.02054873264
613	0.02051829982
614	0.0205159055
615	0.02050055544
616	0.02047808836
617	0.02046447857
618	0.02045486736
619	0.02044984012
620	0.02044789262
621	0.02043332267
622	0.02041901329
623	0.02041549387
624	0.02040916532
625	0.02040059268
626	0.02039832934
627	0.02038144409
628	0.02037950632
629	0.02036789151
630	0.02034398105
631	0.02033117273
632	0.02032461944
633	0.02031437361
634	0.02031126394
635	0.02028791133
636	0.02028490751
637	0.02027317326
638	0.02026455064
639	0.02025643789
640	0.02023840119
641	0.02022232908
642	0.02021139153
643	0.0201987914
644	0.02018097185
645	0.02017296038
646	0.02016769164
647	0.0201554881
648	0.02014339427
649	0.02013333372
650	0.02011074417
651	0.02010308607
652	0.02008616266
653	0.02007877846
654	0.02006452848
655	0.02005962596
656	0.02004718053
657	0.02003414074
658	0.02001245275
659	0.02000068943
660	0.01998742403
661	0.01996966297
662	0.01994778508
663	0.01993703684
664	0.01992147023
665	0.01991576289
666	0.01990748321
667	0.01989890775
668	0.01987609113
669	0.01986869667
670	0.01984986405
671	0.01982831041
672	0.01980685375
673	0.01979400398
674	0.01978919503
675	0.01977780474
676	0.01975928656
677	0.01975076509
678	0.01974058282
679	0.01972869178
680	0.01971675979
681	0.01970990639
682	0.01969985815
683	0.01967993291
684	0.01966650675
685	0.01965827558
686	0.01964932204
687	0.01963711532
688	0.0196301899
689	0.01962350286
690	0.01961164076
691	0.01960261095
692	0.01958660501
693	0.01958232978
694	0.01956842253
695	0.01955631954
696	0.01954030176
697	0.01953008361
698	0.01951516061
699	0.01949113746
700	0.01948104886
701	0.01947456209
702	0.01946540694
703	0.01945701865
704	0.01944887727
705	0.01944177021
706	0.01942719835
707	0.01941355686
708	0.01939373871
709	0.0193787857
710	0.0193694184
711	0.01936385401
712	0.01934904027
713	0.01934036655
714	0.01933458228
715	0.01932561602
716	0.01932039337
717	0.01930197842
718	0.01928863922
719	0.01927938339
720	0.01927026551
721	0.01926359545
722	0.01925113684
723	0.01924426862
724	0.01923450934
725	0.01921684915
726	0.01920147546
727	0.01919462326
728	0.01918026924
729	0.01916482575
730	0.01915656993
731	0.01914814252
732	0.0191361621
733	0.01912830264
734	0.01911564628
735	0.01909401665
736	0.01908018046
737	0.01906839691
738	0.01905131234
739	0.01903821161
740	0.01902671207
741	0.01901336594
742	0.01900809448
743	0.01899862062
744	0.01897906773
745	0.01897280928
746	0.018953232
747	0.01894582064
748	0.01893266723
749	0.01891553625
750	0.01890217353
751	0.01889525873
752	0.01887331302
753	0.0188653097
754	0.01885644059
755	0.01884041875
756	0.01883285727
757	0.01882115412
758	0.01880832902
759	0.01879906515
760	0.01879206771
761	0.01878218002
762	0.01877694261
763	0.01876567913
764	0.01875402018
765	0.01874553588
766	0.01873359245
767	0.01872655174
768	0.01871829725
769	0.01870575941
770	0.01869566487
771	0.01868358281
772	0.01867131898
773	0.01865488966
774	0.01864697589
775	0.0186340931
776	0.0186340181
777	0.01861815235
778	0.01861231879
779	0.01860700931
780	0.01860059462
781	0.01859077224
782	0.01858109353
783	0.01858102021
784	0.01856951167
785	0.01856422378
786	0.01855500911
787	0.0185383083
788	0.01852065439
789	0.01850988713
790	0.01850202084
791	0.01849761419
792	0.01848684205
793	0.01848357193
794	0.01847640679
795	0.01846624463
796	0.01845564411
797	0.01844065237
798	0.01843477876
799	0.01842340311
800	0.01841911412
801	0.01841695515
802	0.01840797983
803	0.01839633058
804	0.01838926949
805	0.01837873138
806	0.01837447674
807	0.018368306
808	0.01836315229
809	0.01835534131
810	0.01835066731
811	0.01834592725
812	0.01833508437
813	0.01832515174
814	0.01831874313
815	0.01830740097
816	0.01830379145
817	0.01829753948
818	0.01828313642
819	0.01826883836
820	0.0182568693
821	0.01824887394
822	0.01824880056
823	0.01824081184
824	0.01823350783
825	0.01823341157
826	0.01821925844
827	0.01821916443
828	0.01821690568
829	0.01820873365
830	0.01820864155
831	0.01820238289
832	0.01820078148
833	0.01818956417
834	0.01817836937
835	0.0181664214
836	0.01816120266
837	0.01814718365
838	0.01814138826
839	0.01813528336
840	0.01811768819
841	0.01810986636
842	0.01809717921
843	0.01808805202
844	0.01808478581
845	0.01807878511
846	0.01806557389
847	0.0180614934
848	0.01804977805
849	0.01804727347
850	0.01804720556
851	0.01804312681
852	0.01803378031
853	0.01801740068
854	0.01799921612
855	0.01798942775
856	0.01798792982
857	0.01798784415
858	0.01798280668
859	0.0179680728
860	0.01795646544
861	0.0179466451
862	0.0179379664
863	0.01792216608
864	0.01792032072
865	0.01790945731
866	0.01789668373
867	0.01788077614
868	0.01787260019
869	0.0178725362
870	0.01785799436
871	0.01785512204
872	0.01784659103
873	0.01783033854
874	0.01782894098
875	0.01782444161
876	0.01781897145
877	0.01781573292
878	0.01780726657
879	0.01780610105
880	0.01779361682
881	0.01778853785
882	0.01777894537
883	0.01777281685
884	0.01776857217
885	0.01775529607
886	0.01775198751
887	0.0177401415
888	0.01772904604
889	0.01772778096
890	0.01771895809
891	0.01770738322
892	0.01769556817
893	0.01769166058
894	0.01768605924
895	0.01767799495
896	0.01767296173
897	0.01766782605
898	0.01765797531
899	0.01764981444
900	0.01764399689
901	0.01763708925
902	0.01763078454
903	0.01762777252
904	0.01762177879
905	0.01761438384
906	0.01761043558
907	0.01760439498
908	0.01759631336
909	0.01758917195
910	0.01757981927
911	0.01757006756
912	0.01756724792
913	0.01756449956
