CID,SMILES
116026087,C=C(CNC(=O)C1=CC2=C(CCNC2)C=C1)Cl
155878466,C1CCN(C1)C(=O)CN2CCCC3(C2)CCCN(C3)C(=O)C4=C(C=CS4)F
118566522,C[C@@H]1CN([C@H](CN1)CN2CCOCC2C(F)(F)F)CC(=O)N3CC(C4=C3C=C(C=N4)CC5=CC=C(C=C5)F)(C)C
44549450,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C=C(C#CC4=CC=C5C=CC=C5C=C4)C#CC6=CC=C7C=CC=C7C=C6
137210474,CC(C)C[CH+]C=CC(=O)[O-]
143670960,CCS(=O)(=O)[NH2+]CC(C)(C)[C@@H](C1=CC=CC=C1)C2=CC(=C(C=C2)NC3=CC=C(C=C3)F)C=N
93613777,C1CN(C[C@@H]1CNC(=O)NC2=CC(=CC=C2)Cl)C3CC3
55767279,C1=CC(=O)N(C=C1)CC2=CC=C(C=C2)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)C(F)(F)F
68916876,CC(C)OC1=NC(=NC2=C1N=C(C=C2)C3=CC(=CC=C3)F)N
43005706,COC1=CC=CC(=C1)C(CNC(=O)C2=CC=C(C=C2)OCC3CCCO3)N4CCCC4
42853484,CC1=C(C=C(C=C1)N(C2CCN(CC2)CC3=CC=C(C=C3)F)S(=O)(=O)C4=CC=C(C=C4)F)F
139792963,CC1=CN=C(O1)C=CC2=NC=C(O2)C
12296204,CCCCC(=O)OCCN1CCCCC1
86670861,C1=CC(=CC=C1C(=O)CNBr)Br
87599736,CC1=C(CN(CC1)C#N)C2=CN=C(C=C2)NC(=O)C3=C(C=CC=C3F)F
148986917,C[C@@H]1[C@H](CCCN1)C2=CC3=C(C(=CN=C3S2)F)NC4=C(C5=C(C=C4)SC=N5)F
156641021,C1C=CC1C2=CN=C(C=C2N)NC3=CC(=NC=N3)N4CC5(C4)COC5
89442884,CC1=C2COC=C2CC(=O)C1C(CC3CCN(CC3)C(=O)O)O
143043755,CC.CC1=C(C(=C(C(=C1F)F)C(=O)NCC(C)C)F)F
110845274,CCOC(=O)C1=C(NC(=O)NC1C2=CC(=C(C(=C2)Cl)OC(C)C)Cl)C3=CC=C(C=C3)OC
163879969,CN1CCN(CC1)C(=O)C2=C(N(N=N2)C3=CC=C(C=C3)F)C4=CC=NC=C4
139687587,C(CC(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(OC(C(C(C(C(C(CCCC(F)(F)F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)(F)F)(F)F)F)(F)F)(F)F)(F)F)F)CC(F)(F)F
106828325,CC1(CCCCC1)C(C2=C(C(=C(C=C2)OC)OC)OC)O
172791360,C1=CC(=C(N=C1)C(=O)O)[O-].C1=CC(=C(N=C1)C(=O)O)[O-].O.O.[Co+2]
154835159,CN(C)CCCOC1=CC=C(C=C1)CNC(=O)C2=CN=C(S2)C3=CC=CC=C3F
115046553,C1=CC=C(C(=C1)CNC2=NC(=CC(=C2)N)Cl)O
98564055,CC1=C(C[C@@]2([C@H]1C[C@@]3(C[C@@H]2C3(C)C)C)C)C(=O)C
12455183,C=COCCN=C1CCCCC1
8500697,CCCCN1C(=O)C2=C(C1=O)C=C(C=C2)C(=O)N(C)CC(=O)NC3=C(C=CC=C3C)C
157031195,CCOC(=O)C1=CC=NN1C(C)C(F)(F)F
163471381,CC1=CC=C(C=C1)S(=O)(=O)N2C(=CC3=C2N=CN=C3Cl)C4(CC=C(C=C4)N5CCNCC5)C
118526840,C1CN(CCN1C2=CC=CC=C2Cl)C(=O)N3C=C(C=N3)C(F)(F)F
141744734,COC1=CC=C(C=C1)CNC2=C(C(=NC(=N2)Cl)Cl)CC(=O)OC
106146570,CC(C)(CCO)CNCC1=C(C(=CC=C1)C#N)F
1933459,COC1=CC=C(C=C1)C2=CC(=NC3=C2C(=C(S3)C(=O)NC4=CC(=CC=C4)OC)N)C5=CC=C(C=C5)OC
24063736,CC(C)[C@H](CO)N1C(C23CC[C@@H](O2)[C@@H]([C@H]3C1=O)C(=O)N(C)CC=C)C(=O)N(CC=C)C4=CC=C(C=C4)OC
88329622,CN1CCN([In]1CCCN(C)C)C
147014622,C[C@H](CP1(=O)OCC([C@@H](O1)C(=O)NCCC(=O)OCC2=NC=CN=C2)(C)C)C(=O)OCCC3=CC=CC=C3
55471436,COC1=CC=C(C=C1)CCC(=O)N2CCC(CC2)OCC3=CC=CC=C3
163001441,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)C)C)C)OC1
163139657,CC1CCCCC1C[NH+]2CCC(C(C2)C)C
41002178,CC1=C([C@@H](N2C3=CC=CC=C3N=C2N1)C4=CC=CC=C4OC)C(=O)NC5=CC=C(C=C5)OC
67504950,CCCCCCCCC(C1CCCC1)C(=O)C(CCCCCCCC)C2CCCC2
46112236,CC1=CC(=CC=C1)C2C(=C(N=C3N2C(=CS3)CC(=O)NC4=CC(=CC=C4)OC)C)C(=O)OC(C)C
68444352,CCCN(CCC)C1=CC2=C(C=C1C(=O)O)NC(=N2)NC3=CC=CC=C3C(F)(F)F
54758193,C1[C@@H](COC2=NC(=CN21)[N+](=O)[O-])OCCCC#CC3=CC=C(C=C3)C4=CC=C(C=C4)C(F)(F)F
1060016,CCOC1=CC=C(C=C1)NC(=O)N(CCN2CCOCC2)CC(=O)N(CC3=CC=CC=C3)CC4=CC=CS4
9342576,CC1=CC=CC=C1CNC(=O)COC(=O)CC2=CC=C(C=C2)Br
155179571,CC[C@H]1CCCCN1C(=O)N[C@@H](CN[C@@H](C)C2=NC3=C(N2)C=CC=C3F)NC4=NC5=CC=CC=C5O4
104499167,CC1CCC(CC1)OC2=CC(=C(C=C2)C(=O)O)[N+](=O)[O-]
229468,C1=CC=C(C=C1)C(=O)C(Cl)(Cl)Cl
10625137,CC(=O)C1=C(C=CC=C1S[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)O
4873455,CCOC(=O)C1=CSC(=N1)N(C(=O)NC2=CC=C(C=C2)C)NC(=O)NC3=CC=C(C=C3)Cl
71401871,CC1=NN=C(S1)NN=NC2=NN=C(S2)C
144273379,CC.C/C=C\C=C(/C=C)\C1=CC(=CC(=C1)C2=CC=CC=C2)C.CC=C(C)C
108934958,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C(=O)C3CC(=O)N(C3)CC4=CC=CC=C4)OC
22120909,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)C(=O)CBr)N)Cl)C(F)(F)F
14405962,C1CSC2=NC(=C(N21)C3C=CN(C=C3)C(=O)OC4=CC=CC=C4)C5=CC=C(C=C5)F
67637486,C1CC2=C(CC1NS(=O)(=O)C=CC3=CC=CC=C3)C4=C(C=C2)C(=CC=C4)C(C(=O)O)O
100466927,CC[C@@H](C(=O)NCC(C)C)N(CC1=CC=C(C=C1)Cl)C(=O)CN(C2=CC=C(C=C2)C)S(=O)(=O)C3=CC(=C(C=C3)OC)Br
65102077,CCS(=O)(=O)CCOC1=C(N=CC=C1)Br
62746690,CC1=C(C(=NC(=N1)N2CCN(CC2)C)C)CCNC(C)C
107185745,CC(CNC(=O)C1=C(C(=CC(=C1)N)Cl)Cl)C(C)(C)C
109240649,CCC1CCCCN1C2=CN=CC(=C2)C(=O)NC3=CC(=C(C=C3)OC)OC
54949715,CN1CCC(C1)NS(=O)(=O)C2=CC(=C(C=C2)O)N
8028099,CC1=CC2=C(C3=C(CCC3)C(=O)O2)C(=C1)OCC(=O)NC[C@H](C4=CC=CC=C4)O
3675998,CC1C(OC(OC1C2=CC=C(C=C2)CO)C3=CC=CC(=C3)C4=CC=CC(=C4)CNC(=O)C5=C(C(=C(C(=C5F)F)F)F)F)CN6CCC7=CC(=C(C=C7C6)OC)OC
161207063,C1=CC=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C4=CC=C(C=C4)C5C6=C(C7=CC=CC=C7C8=CC=CC=C86)OC9=C5C1=CC=CC=C1C1=CC=CC=C19.C1=CC=C(C=C1)C2=CC=CC3=C2C=C(C=C3)C4=CC=C(C=C4)C5C6=C(C7=CC=CC=C7C8=CC=CC=C86)OC9=C5C1=CC=CC=C1C1=CC=CC=C19.C1=CC=C2C=C(C=CC2=C1)C3=CC=C(C=C3)C4C5=C(C6=CC=CC=C6C7=CC=CC=C75)OC8=C4C9=CC=CC=C9C1=CC=CC=C18
173408687,C1=CC=C(C=C1)C(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.C1=CC=C(C=C1)C(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.C1=CC=C(C=C1)C(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.C1=CC=C(C=C1)C(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.C1=CC=C(C=C1)C(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.C1=CC=C(C=C1)C(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.C1=CC=C(C=C1)C(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.C1=CC=C(C=C1)C(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.C1=CC=C(C=C1)C(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.C1=CC=C(C=C1)C(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.C1=CC=C(C=C1)C(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.C1=CC=C(C=C1)C(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[O-][Sb](=O)[O-].[O-][Sb](=O)[O-].[O-][Sb](=O)[O-].[O-][Sb](=O)[O-].[O-][Sb](=O)[O-].[O-][Sb](=O)[O-].F.F.F.F.F.F
64661943,CC(C1=CC(=CC=C1)SCCCOCC(F)(F)F)N
171942641,C1C(CC2COCC1N2CC3=CC=CC=C3)C(=O)C4=C(C=C(C=C4)OC(F)(F)F)F
83836877,COC1=CC=CC2=C1OCCC2CN=C=O
15642639,CCC/C=C/CC(C)(C)C
162438818,C1CC(C(C1)OC2=CC(=C(C=C2)C#N)Cl)NC(=O)C3=CC=C(C=C3)C#CC4CCN(CC4)CC5CN(C5)C6=CC7=C(C=C6)C(=O)N(C7=O)C8CCC(=O)NC8=O
121675527,CCC1=C(C=C(N=N1)C)C(=O)NC2=CC(=C(C=C2)OC)N.Cl
109730729,CC1=CC=C(C=C1)S(=O)(=O)NCCNC(=NC)NC2CCC3=NC(=NN3C2)COC
175847229,CC1CCCN1CCNC(=O)C2=CN=CC=C2
172883822,C1C[C@H](N([C@@H]1CO)S(=O)(=O)C2=CN=CC=C2)C3=NN=NN3CC4=CC=CC=C4
16033409,CC1=CN(C(=C1C(=O)O)CC(=O)N2CCN(CC2)C3=CC(=CC=C3)Cl)C
103351893,CCC1CCN(C(C1)CN)CC2=CC(=CC=C2)OCC
60582930,CC(C(=O)N1CCCC2=CC=CC=C21)NC3=CC=C(C=C3)NC(=O)C4=CC=C(C=C4)Cl
91207392,CCN(C1=NC2=NC(=C(C=C2C=N1)C3=C(C=CC(=C3Cl)NC(=O)C4=CC(=CC=C4)C(F)(F)F)Cl)NC(=O)NC(C)(C)C)N5CCOCC5
97322721,C[C@H](C1=CC=C(C=C1)Cl)NC[C@](C)(CSC)O
46575110,CC(C1=CC(=CC=C1)[N+](=O)[O-])N(C)CC(=O)N2CCC3=CC(=C(C=C3C2)OC)OC
118687970,CC1=CC=C(C=C1)S(=O)(=O)NC(=S)N[C@H](C)[C@@H]2C=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4
119043414,CCC(CC)(CNS(=O)(=O)C1=CC(=C(C=C1)C(=O)OC)Cl)N.Cl
167764319,CC1=C(C=CC(=C1)OC)CNS(=O)(=O)C2=C(C=CC(=C2)C(=O)O)Cl
60806429,CCN(C1CCNCC1)S(=O)(=O)C2=C(C=CC(=C2)Cl)Cl
144322312,CC1=CC=CC=C1C2=CC=CC=C2C3=CC=C(C=C3)C4=CC(=CC=C4)N5C6=C(C7=CC=CC=C75)C8=C(C=C6)C(=C)/C=C\C=C/S8
139387296,CCCCCC1=CC=C(C=C1)N=NC2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)N=NC5=CC=C(C=C5)CCCCC
123504901,C1CC(N(C1)CCCCCCC2=C(CCCC3=C2C=CC(=C3)O)C4=CC=C(C=C4)F)CCCS(=O)(=O)CCCCC(F)(F)F
157022236,CNC1=NC(=C2C=C(SC2=N1)CC(F)(F)F)N(C)[C@H]3C[C@H](C[C@H]3O)NCC4=CC=C(C=C4)C5=CC(=CC=C5)S(=O)(=O)N(C)C.Cl
136940849,COC1=C(C=C(C(=C1)C2N=C3C=CC=CC3=C4N2N=C(NC4=O)SC)Br)OC
159271024,CC(C)COCNC(=O)C=C.C=CC(=O)NCO
8993176,CC1=CC(=C(C=C1)C)NC(=O)[C@@H](C)OC(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CO3
124100927,C1CC1C2=C(C=CC(=C2)C(=O)NS(=O)O)OCC3CCN(CC3)CC4=C(C(=CC(=C4)C(F)(F)F)Cl)F
139647742,COC1=CC=C(C=C1)COC2=CN(C(=CC2=O)CNCC=C)OC(C3=CC=CC=C3)C4=CC=CC=C4
145785967,CCC1=C(N(C(=C1CC)C(=O)OC(C)(C)C)CC2=CC=CC=C2)C
121478731,CC(C)OC1=NC=C2C(=C1)C(=NN2)C3=CC(=NC=N3)N4CC5CCC(C4)O5
69845298,C1=CC=C(C=C1)C(CNC(=O)C2=CC3=C(N2)C(=C(S3)Cl)Cl)O
84102804,CC1=NN(C(=C1CNC(C)C)OC)C2=CC=CC=C2
105433606,CC1=C(C=NN1C)CCCNC
121544179,C1CCN2C(=CN=C2C3=CC=C(C=C3)NC(=O)C4SCCS4)C1
172423954,CC1=CC=C(S1)C2=NC3=C(C=CC(=C3)N4CCNC4=O)C(=C2)C5=NC=C(N=C5)C
7991437,COC1=C(C=C(C=C1)C(=O)OCC(=O)NCC2=CC=C(C=C2)C(=O)OC)F
125794635,CCC1=CC=CC=C1NC(=O)/C(=C\C2=C(N(C(=C2)C)C3=CC=CC=C3)C)/C#N
136140544,CCCCCCCCCCCCCC(=O)NC1=CC(=C(C=C1)Cl)N=C2C(C(=O)N(N2)C3=C(C=C(C=C3Cl)Cl)Cl)SC4=CC=CC=C4C(=O)NCC(CC)CCCC
136846802,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)NCCN
101996198,CCCCCCCC[C@@H](CC)OC(=O)C
101511767,CCCCCCCCCCCCNC(=O)NCCCOC1=CC=C(C=C1)C2=C(N3C(=N2)C4=C5CCC6=C(C37N=C(C(=N7)OCCCNC(=O)NCCCCCCCCCCCC)OCCCNC(=O)NCCCCCCCCCCCC)C=C(CCC(=C4)C=C5)C=C6)C8=CC=C(C=C8)OCCCNC(=O)NCCCCCCCCCCCC
37005866,CC1=CC(=CC=C1)/C=N/NC(=O)C2=C(C=CS2)N3C=CC=C3
68950612,C1CN(CCN1CCO)C2=NC3=CC=CC=C3OC4=CC=CC=C42
75406182,CC1=CC(=NC(=N1)C2=CC=C(C=C2)[N+](=O)[O-])N(C)CC3=CC4=C(C=C3)OCO4
124168988,CC(C)OC(=O)/C=C/C(=O)OCCNC(=O)OC
58438009,CC[C@@H](C)OC1=C(C=C2CC(=O)N(C(C2=C1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)OC)OCC
40151389,CC1=C(C2=CC=CC=C2N1)C(=O)C(=O)N3CCC(CC3)C4=NN=C5N4C=CC=C5
82024979,CC(C1=NC2=CC(=C(C=C2N1CCN(C)C)OC)OC)N
166908929,C1C2CC3(C[C@]1(CC(C2)(C3)C(=O)N)C4=CC=CC=C4)CF
129121963,CCC(C)(C)N1CCCC1=C
161862232,C1=CC=C(C=C1)C2=NC(=CC=C2)N3C4=C5C6=C(C=CC=C6C7=C(C=C8C(=C7)C9=CC=CC=C9O8)C1=C5C3=CC=C1)C=C4.C1=CC=C2C(=C1)C3=CC4=C(C=C3O2)C5=C6C(=CC=C5)N(C7=C6C8=C(C=CC=C48)C=C7)C9=CC=CC=N9.C1=CC=C2C(=C1)C3=CC4=C(C=C3O2)C5=C6C(=CC=C5)N(C7=C6C8=C(C=CC=C48)C=C7)C9=NC=CC=N9
133555209,B(C1=C(C=C(C=C1)N2C=CC(=N2)C)C(F)(F)F)(O)O
84669018,CC(CSC1=CC=CC(=C1)CN)F
73229452,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCCC(C)C)C)C
5227359,C1=CC=C(C=C1)OCCN2C=C(C3=CC=CC=C32)C(=O)COC4=CC=CC=C4
67596897,C1CN(CCC1CC2=CC=CC=C2)N3CCN(CC3)C(=O)NC(CC4=CC=CC=C4)C(=O)OC5=CC=CC=C5
153320280,CCCO[Si](C)(O[Si](C)(C)C=C)O[Si](C)(C1=CC=CC=C1)O[Si](C)(C)C=C
115342146,CC1CC1CN(C)CCCC2=CC=C(C=C2)N
166291494,C1CC1C2=C(C=CC(=C2)F)CN3CCC(CC3)N4C=C(N=N4)C(=O)O
80880915,CC(C)OC1=NC(=NC(=N1)OCC2CCOCC2)N
123869009,CC(=NC)C1=CC=C(C=C1)NC(=O)C(CC2=CC(=CC=C2)C3=CN=C(N=C3)N4CCOCC4)NC(=O)C5CCC(CC5)CNC(=O)OC(C)(C)C
174327098,C1=CC=C(C=C1)C2=CC(=CC(=C2)C3(C4=C(C5=C(O3)C=CS5)SC=C4)C6=CC(=CC(=C6)C7=CC=CC=C7)P)C8=CC=CC=C8
53879270,CC(C)CC(=O)NC[C@H]([C@H](CC1CCCCC1)N(CC(C)C)C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C
131649658,CC1=NN(C(=C1)CN2CCCC3(C2=O)CC(CN(C3)C(=O)CCC=C)(F)F)C
139125570,C1(=C(C(=NN1N)[N+](=O)[O-])[N+](=O)[O-])C2=C(C(=NN2N)[N+](=O)[O-])[N+](=O)[O-]
1374564,COC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)N3CCCC4=CC=CC=C43)C5=CC=NC=C5
113659558,CCC1=CN=C(C=C1)CC(=O)C2=CC(=C(C=C2)Br)F
132694027,CCCNC(=O)C(CC)N(CC1=CC=C(C=C1)Cl)C(=O)CN(C2=CC=C(C=C2)F)S(=O)(=O)C3=CC=C(C=C3)OC
139664385,CCCN1C2=C(C=CC(=C2)OCC(C)(C)O)S(=O)(=O)N(C1=O)C3=CC=C(C=C3)Br
11481118,C=CN1[C@H](COC1=O)CC2=CC=CC=C2
109432445,CCNC(=NCC1=CN=C(C=C1)OC2=CC(=CC=C2)F)NCC3=NC(=C(O3)C)C
67182385,C[C@@H]1C[C@H]1C(=O)NC2=CC(=NS2)C3=CC=C(C=C3)C(C)(F)F
105684266,C1CC1COCCNC(=O)C2=CC=CN2CC(=O)O
156929403,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC(C)C)COP(=O)(O)OC[C@H](COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC)O
43224424,C1=CC=C(C=C1)C(C2=CC=CS2)NCC3=CC=CC=C3Br
155869282,CC1=CN=C(C=N1)C(=O)N2CC3(C2)CC(CS3)OCC4=CC=CC=N4.C(=O)(C(F)(F)F)O
140983222,CCCC(C1=CNC2=CC=CC=C21)C(=O)NC3CCC4=CC=CC=C4NC3=O
65994478,CN(CCOC1=CC=CC=C1)CC2CC(C2)Cl
146090823,CC1=C(C(=NC=C1)C)NC(=O)C2CCCN(C2)C(=O)C3CC3
131886390,C1C[C@@H](NC1)C2=CSC3=NC=CN23.Cl
68270650,CC(=O)N[C@@H]1C(C[C@](OC1[C@@H]([C@@H](COC(=O)C)OC(=O)C)OC(=O)C)(C(=O)OC)O)OC(=O)C
47042630,COC1=C(C=CC(=C1)CNC(=O)C2=CC=CS2)OCC3=CC=NC=C3
2878905,CCOC1=CC=C(C=C1)C2C(=C(C3=CC=C(C=C3)Cl)O)C(=O)C(=O)N2C4=CN=CC=C4
91351532,C1=CC=C(C=C1)N=NCC2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=C(C=C4)CN=NC5=CC=CC=C5
161868447,C.C1CC1(CC(=O)C2=CN=CN=C2)C(=O)NCC3=CC=C(C=C3)NC4=CC=CC=C4
55035261,C1CC(C1)(C(=O)NC2=CC=CC(=C2)C#N)C(=O)O
166917954,CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)NCCNC4=CC=CC5=C4C(=O)N(C5O)C6CCC(=O)NC6=O)C7=CC=C(C=C7)Cl)C
137105221,C1CCC2(CC1)C(=NCC3=CC=CC=C3)NC4=C(N2)ON=C4
121580568,CCC1=CC(=NC=C1)CNC(=O)N2CCCCC2C3=NC=CS3
143004211,CC(C)(C)C1CC(=C(C(=C1)NC(=O)C2=CC3=C(N2C)C(=CC=C3)OC4=CC(=NC=C4)C(=O)N5CCN(CC5)C)OC)NS(=O)(=O)C
79588747,CN(C)C1=CC(=C(C=C1)N)OCC2CC3CCC2C3
71415154,CC(=O)[C@]1(CCCC1=O)[C@@H](C[N+](=O)[O-])C2=CC=CC=C2
486823,CC(C)(C)NC(=O)[C@H]1CCCN1C(=O)CN(C(=O)[C@H](CC2=CC=CC=C2)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35)O
129223901,C1=CC=C(C=C1)C2=CC3=C(C=C2)N(C4=C3C=C(C=C4)C5=CC=CC=C5)C6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC9=C(C=C8)C1=CC=CC=C1N9C1=CC=CC=C1
49944971,C1=CC(=CC(=C1)OC2=NC=CC=N2)CNCCCCO
59047887,C1=CC=C(C(=C1)C2=C(C=NC=C2)CNC(=O)CC3=CC=C(C=C3)OC(F)(F)F)C(=O)NCCC4=CN=CC=C4
66180067,CC(C)CC(C)(CNC1COC2=C1C=CC(=C2)O)O
142919448,C/C=C/C(=O)N1CCC(CC1)NS(=O)(=O)C2=CC=C(C3=CC=CC=C32)NC(=O)C4CCCCC4
84642037,CC(C)OC1=CC2=C(C=CN=C2C=C1)CC(C(=O)O)N
68938973,COC1=C(C(=CC=C1)OC)C=CC2=CC=CC(=C2)CCCN3C(=O)C4=CC=CC=C4C3=O
58312054,CC(C1=C(C=CC(=C1)NC(=O)CN2C=NC3=C2C(=O)N(C(=O)N3C)C)Cl)(F)F
115609553,CC(C)CNC(=O)CNC(C)(C)COC
167623080,C.CC(=O)[C@H](CCCCN)NC(=O)CCCCCNC(=O)[C@H](CCCCNC(=O)[C@H](CCCCNC(=O)[C@H](CCCCNC(=O)[C@H](CCCCNC(=O)CCCCCCNC(=O)CN(CC(=O)NCCO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)CC(=O)NCCO[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)NC(=O)CN(CC(=O)NCCO[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CC(=O)NCCO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)NC(=O)CN(CC(=O)NCCO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)CC(=O)NCCO[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)O)O)O)O)NC(=O)CN(CC(=O)NCCO[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)CC(=O)NCCO[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)NC(=O)CN(CC(=O)NCCO[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)CC(=O)NCCO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
10820103,CCOC(=O)[C@H](CC(=O)OCC(=O)O[C@H]([C@H](C1=C(C=C(C=C1)F)F)NC(=O)OC(C)(C)C)C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C2C)C3(C)C)O)C)OC(=O)C6=CC=CC=C6)O)[NH3+].CS(=O)(=O)[O-]
70893360,CC1(C2=C3C(=CC=C2)C(C4=C5N3C6=C1C=C(C=C6C(C5=CC(=C4)C7=CC=CC8=CC=CC=C87)(C)C)C9=CC=CC=C9)(C)C)C
69517926,CC1COC(OC1)C(C2CC3=CC=CC=C3C2)OC4=CC(=C(C=C4)C(=O)N5C(=C(C6=CC=CC=C65)CC(=O)OCC7=CC=CC=C7)C)C
54742992,CCOC(=O)C(=C/C(=C(\C1=CC=CC=C1)/[O-])/[N+]2=CC=CC(=C2)NC)C(=O)OCC
68199939,CN1CCCC2=C1CCC(C2)CO
35576769,CC[C@@H](C(=O)N(CC1=C(C=CC=C1Cl)F)C2=CC=CC=N2)OC3=CC=C(C=C3)F
160181806,CC1=CC2=C(C(=C1)CNCC(CNCC3=CC(=CC(=C3O)CNCC(CNC2)(C)C)C)(C)C)O.CC1(CNCC2=CC(=CC(=C2O)CNCC(CNCC3=C(C(=CC(=C3)C(C)(C)C)CNC1)O)(C)C)C(C)(C)C)C.CC1(CNCC2=CC(=CC(=C2O)CNCC(CNCC3=C(C(=CC(=C3)OC)CNC1)O)(C)C)OC)C
88990393,CN1CCN(CC1)C2=NC=C(C(=O)N2)SC3=CC=CC(=C3)N
155390611,CC(C)(C)OC(=O)N1CCCC2=C1C=CC(=N2)C3(CC3)C4=NC5=C(N4)C=C(C=C5)C#N
121809597,CC(C(=O)N1CC[C@@H]2CNC[C@@H]2CC1)OC3=CC=C(C=C3)OC.Cl
129315704,CN1CCN(CC1)C2=CN=CC(=C2)C3=CC(=NC=C3)C4=NC=C(N4)C5=CC=CC=C5.C(=O)(C(F)(F)F)O
131994390,C=N/C=C(/CC#N)\C=C\1/CC(=NC(=N1)C2=CC(=CC=C2)O)N3CCOCC3
123851088,C[SiH](C)O[SiH](C)CC[Si]1(CCCCO1)C
135535628,C1=CC=C2C(=C1)C=CC3=C2C(=CC(=O)O3)COC(=O)CN=C4C5=CC=CC=C5S(=O)(=O)N4
93372542,CCCC[C@@H](C(=O)N(CC)CCC1=CC=CC=C1)N
126320388,CCCCNC(=O)C1=CC=CC=C1NC(=O)CN(C2=C(C=CC=C2C)C)S(=O)(=O)C
114260417,C1=CC(=C(C=C1I)NC2=NC=C(N=C2)C(=O)O)Cl
46583979,CC1=CC(=C(C(=C1)C)NC(=O)CNC(=O)NC(C)C)C
59237835,[CH][CH]C([CH])[CH]
64012153,CN1C(=CN=C1N(C)C)CNC2=CC(=C(C=C2)F)C(=O)N
65011803,CC(C)C(CN1C(=O)COC2=CC=CC=C21)CBr
109147509,CCN1CCN(CC1)C(=O)C2CCC(CC2)C(=O)N3CCC4=CC=CC=C4C3
