tSNE1,tSNE2,group
109.307976,-33.92438,PubChem candidate
-51.779633,79.08442,PubChem candidate
43.604256,28.226974,PubChem candidate
19.470745,6.1776547,PubChem candidate
-20.677956,71.745224,PubChem candidate
-26.77716,-45.46233,PubChem candidate
39.207466,35.06049,PubChem candidate
-37.24908,104.964386,PubChem candidate
56.683155,92.44141,PubChem candidate
-70.60835,-51.364334,PubChem candidate
-40.025703,-16.381092,PubChem candidate
21.87104,39.048557,PubChem candidate
-3.7134736,-109.585365,PubChem candidate
60.090412,32.08916,PubChem candidate
-38.30627,-75.5497,PubChem candidate
-12.034467,-29.473946,PubChem candidate
-14.002112,-15.247413,PubChem candidate
-15.649806,-88.33183,PubChem candidate
-32.690517,-44.093815,PubChem candidate
101.149704,24.410294,PubChem candidate
65.53444,-77.54407,PubChem candidate
-79.04509,51.43945,PubChem candidate
-90.7985,-0.47901943,PubChem candidate
9.303281,0.32290345,PubChem candidate
97.51644,25.291908,PubChem candidate
115.61851,-21.356094,PubChem candidate
-37.49734,24.70576,PubChem candidate
43.008053,-71.60164,PubChem candidate
-27.10646,98.615875,PubChem candidate
34.506786,13.688331,PubChem candidate
11.771803,-72.59572,PubChem candidate
-19.296495,13.792848,PubChem candidate
11.031903,4.135888,PubChem candidate
-9.074611,-100.59441,PubChem candidate
-2.4665847,-111.63007,PubChem candidate
-18.016573,-40.131737,PubChem candidate
-77.57589,-60.604855,PubChem candidate
-59.436005,13.0684395,PubChem candidate
44.33872,-52.875275,PubChem candidate
-98.74677,-33.186543,PubChem candidate
-29.446224,39.720333,PubChem candidate
-120.57703,-10.418311,PubChem candidate
10.71624,20.061476,PubChem candidate
-36.818268,-96.43785,PubChem candidate
-20.985983,12.26352,PubChem candidate
60.681503,-65.24843,PubChem candidate
-10.491792,45.030205,PubChem candidate
44.82798,77.708595,PubChem candidate
-80.240135,52.81161,PubChem candidate
-7.074679,-32.395294,PubChem candidate
94.885025,-9.445501,PubChem candidate
-71.95114,-49.686394,PubChem candidate
-30.558416,-96.27822,PubChem candidate
39.610294,87.390076,PubChem candidate
39.63195,33.933655,PubChem candidate
-28.822683,-84.5169,PubChem candidate
94.515564,-10.619054,PubChem candidate
-10.338617,-6.2186313,PubChem candidate
-24.087677,-95.3538,PubChem candidate
-96.06488,29.853329,PubChem candidate
36.99229,87.81262,PubChem candidate
38.65243,73.55347,PubChem candidate
98.31205,-37.247066,PubChem candidate
-28.530998,99.63816,PubChem candidate
-22.694302,-94.0784,PubChem candidate
-14.829103,105.89976,PubChem candidate
-40.81544,-68.2368,PubChem candidate
-1.9891387,95.52836,PubChem candidate
-4.067312,9.15086,PubChem candidate
2.6786885,-71.236855,PubChem candidate
116.234245,-17.645668,PubChem candidate
117.22915,31.569847,PubChem candidate
-15.513498,-103.993645,PubChem candidate
-21.900528,41.97592,PubChem candidate
68.08584,-69.62893,PubChem candidate
-15.650191,22.808973,PubChem candidate
15.8279,-52.131172,PubChem candidate
-50.19668,31.403112,PubChem candidate
-26.698732,-7.9882307,PubChem candidate
-26.955746,-30.093319,PubChem candidate
-4.2948937,-107.79358,PubChem candidate
-93.84842,-34.977135,PubChem candidate
1.5929706,-110.17604,PubChem candidate
38.72976,79.28619,PubChem candidate
48.250626,42.784866,PubChem candidate
-21.485455,-54.296185,PubChem candidate
-2.754405,-111.02067,PubChem candidate
-10.2148285,-96.76416,PubChem candidate
89.71283,57.375862,PubChem candidate
63.435944,-81.52239,PubChem candidate
-23.940556,37.11242,PubChem candidate
10.636073,13.189657,PubChem candidate
-77.74816,-61.363297,PubChem candidate
-64.241264,1.170823,PubChem candidate
-19.165049,7.842256,PubChem candidate
55.36702,-26.091177,PubChem candidate
15.918515,-106.441154,PubChem candidate
6.7046022,109.33271,PubChem candidate
-3.2397683,17.176928,PubChem candidate
-89.88214,-20.834429,PubChem candidate
-13.158066,-37.553738,PubChem candidate
-60.783104,12.985663,PubChem candidate
-14.831349,20.691088,PubChem candidate
12.461599,-109.22486,PubChem candidate
5.838135,-2.9915166,PubChem candidate
40.927727,93.668236,PubChem candidate
-96.422264,8.94936,PubChem candidate
67.74383,-63.173443,PubChem candidate
-131.20107,-11.065381,PubChem candidate
-12.960391,108.81011,PubChem candidate
-42.776142,-67.37118,PubChem candidate
56.99993,99.26588,PubChem candidate
12.419232,-44.604183,PubChem candidate
-21.487791,-54.10706,PubChem candidate
-2.321616,28.45402,PubChem candidate
-43.007793,20.614807,PubChem candidate
-74.40111,5.080126,PubChem candidate
63.318413,-75.221565,PubChem candidate
-11.658403,-20.290146,PubChem candidate
-113.447495,-31.875595,PubChem candidate
23.867188,-59.44945,PubChem candidate
91.267654,-25.5057,PubChem candidate
-105.95509,-8.2961,PubChem candidate
9.492162,105.0776,PubChem candidate
-12.933315,-107.74026,PubChem candidate
-49.26907,-67.52763,PubChem candidate
47.93847,-18.650003,PubChem candidate
-31.281652,-90.10155,PubChem candidate
-60.47478,15.286775,PubChem candidate
100.86312,23.312302,PubChem candidate
46.71085,-85.94541,PubChem candidate
64.97529,-60.344067,PubChem candidate
42.93478,-57.720184,PubChem candidate
-50.375412,34.825607,PubChem candidate
6.3345094,-77.99676,PubChem candidate
-34.60166,-45.877346,PubChem candidate
100.98284,37.420925,PubChem candidate
0.86912936,83.6427,PubChem candidate
38.624725,-62.301086,PubChem candidate
35.90964,-33.945534,PubChem candidate
10.457699,13.1078005,PubChem candidate
-28.35895,-14.827919,PubChem candidate
-36.692814,-44.212082,PubChem candidate
-51.59707,-25.265394,PubChem candidate
33.725567,37.69746,PubChem candidate
-39.908157,73.460625,PubChem candidate
110.109604,-30.852232,PubChem candidate
-19.4946,-22.981394,PubChem candidate
-91.475624,-20.024124,PubChem candidate
-1.7761277,96.22563,PubChem candidate
106.21399,-9.573161,PubChem candidate
-55.18435,37.14867,PubChem candidate
-32.385834,-35.869,PubChem candidate
17.394083,-102.59469,PubChem candidate
-20.324528,13.291608,PubChem candidate
61.685074,-18.424686,PubChem candidate
-65.690926,0.081802905,PubChem candidate
54.049244,-19.593832,PubChem candidate
51.364403,90.33385,PubChem candidate
-24.605927,91.66603,PubChem candidate
-57.779003,-54.102592,PubChem candidate
39.53522,92.953804,PubChem candidate
26.5271,-52.141064,PubChem candidate
-26.76254,-85.07705,PubChem candidate
66.71757,-15.660344,PubChem candidate
35.885513,17.149523,PubChem candidate
106.25501,-30.375162,PubChem candidate
20.142256,5.098047,PubChem candidate
-43.822254,67.34108,PubChem candidate
-106.08251,-26.263317,PubChem candidate
-24.004917,71.29745,PubChem candidate
4.2204165,-59.98584,PubChem candidate
-4.7152996,114.55817,PubChem candidate
34.51235,-31.63989,PubChem candidate
-77.67055,53.707443,PubChem candidate
-79.04509,51.43945,PubChem candidate
37.080524,84.976074,PubChem candidate
2.576522,17.975992,PubChem candidate
-66.16401,-47.575336,PubChem candidate
-59.60072,11.265488,PubChem candidate
1.2202501,-5.7696586,PubChem candidate
-15.554099,20.044933,PubChem candidate
44.84582,-55.55917,PubChem candidate
-13.312852,-88.55201,PubChem candidate
7.896888,-56.371876,PubChem candidate
15.06784,-7.1338654,PubChem candidate
-60.699894,8.640453,PubChem candidate
25.103277,-52.49124,PubChem candidate
114.89723,-11.7332535,PubChem candidate
108.35341,0.080881,PubChem candidate
-44.17506,-46.177288,PubChem candidate
0.13441607,-104.79213,PubChem candidate
-14.982632,116.28296,PubChem candidate
0.31154004,-0.7006677,PubChem candidate
-35.213116,-16.09059,PubChem candidate
-34.22669,-83.82917,PubChem candidate
40.39755,50.36605,PubChem candidate
-51.710545,-81.18991,PubChem candidate
-68.59796,-63.059216,PubChem candidate
-25.381905,-22.620092,PubChem candidate
39.808125,36.392284,PubChem candidate
-106.91506,22.70177,PubChem candidate
-43.2773,37.102066,PubChem candidate
-1.9918666,-3.252667,PubChem candidate
39.427433,75.67376,PubChem candidate
9.418041,104.73071,PubChem candidate
-38.555542,22.541492,PubChem candidate
-73.823784,-54.29098,PubChem candidate
12.290283,22.244936,PubChem candidate
-29.304363,-86.532295,PubChem candidate
-89.613174,-20.997519,PubChem candidate
-15.675588,0.598749,PubChem candidate
-14.220051,21.563797,PubChem candidate
57.9964,100.00265,PubChem candidate
-15.952862,-108.3597,PubChem candidate
39.815742,-72.67214,PubChem candidate
-35.268646,-45.05421,PubChem candidate
69.10221,-13.892837,PubChem candidate
35.00972,34.34238,PubChem candidate
-14.282003,117.39683,PubChem candidate
-23.402605,42.806522,PubChem candidate
-35.174255,32.807606,PubChem candidate
64.56698,-78.02215,PubChem candidate
49.667152,-19.645569,PubChem candidate
-32.938896,69.983215,PubChem candidate
17.693455,-29.695614,PubChem candidate
-3.00243,82.89415,PubChem candidate
44.021667,50.394,PubChem candidate
41.61671,82.51028,PubChem candidate
-47.695297,-34.286873,PubChem candidate
-22.252075,40.23235,PubChem candidate
-77.85718,52.653244,PubChem candidate
-52.308712,80.64807,PubChem candidate
11.778301,-45.94424,PubChem candidate
23.546564,-40.46461,PubChem candidate
-14.144838,-39.43773,PubChem candidate
-50.555473,-31.351873,PubChem candidate
40.99052,36.155815,PubChem candidate
47.65584,44.636078,PubChem candidate
-38.74048,65.38972,PubChem candidate
-64.92695,2.6439178,PubChem candidate
-106.5283,8.354585,PubChem candidate
53.726345,-26.176702,PubChem candidate
92.42464,-17.514797,PubChem candidate
31.461256,-42.334515,PubChem candidate
94.15833,19.607994,PubChem candidate
42.972534,35.54586,PubChem candidate
42.132122,102.2541,PubChem candidate
-13.327729,5.087994,PubChem candidate
46.903793,-9.033797,PubChem candidate
13.781013,-3.0954895,PubChem candidate
65.46836,-71.64786,PubChem candidate
111.000984,-26.323126,PubChem candidate
-39.124,-12.428897,PubChem candidate
-7.1490912,-33.00587,PubChem candidate
-42.58811,-65.583405,PubChem candidate
-107.39118,-8.245238,PubChem candidate
16.860132,-36.203186,PubChem candidate
58.01231,-82.62946,PubChem candidate
68.2609,4.6781216,PubChem candidate
-20.13737,-23.017939,PubChem candidate
-3.9109356,44.350754,PubChem candidate
-25.862389,-96.938034,PubChem candidate
-79.039665,-60.595276,PubChem candidate
112.01039,-9.607156,PubChem candidate
64.192505,-53.3732,PubChem candidate
-27.737099,-52.699753,PubChem candidate
-3.7252886,107.83629,PubChem candidate
-54.057896,-13.66674,PubChem candidate
-65.84088,-61.087994,PubChem candidate
89.64627,-29.840567,PubChem candidate
-1.3136302,113.19806,PubChem candidate
0.5727672,-104.13095,PubChem candidate
70.76436,-83.29374,PubChem candidate
-8.2155285,10.758854,PubChem candidate
104.78428,-37.354847,PubChem candidate
2.4412937,110.954346,PubChem candidate
12.743182,-103.662704,PubChem candidate
35.478485,13.238113,PubChem candidate
-59.847763,10.0738735,PubChem candidate
-3.797501,-54.020718,PubChem candidate
-28.546804,-6.462698,PubChem candidate
-16.447147,-22.19949,PubChem candidate
75.961006,10.142428,PubChem candidate
-58.72664,64.99519,PubChem candidate
-23.332882,-52.436188,PubChem candidate
47.485184,45.01697,PubChem candidate
-16.9423,85.2067,PubChem candidate
-97.628716,-41.532207,PubChem candidate
3.0795627,-55.291355,PubChem candidate
-29.035183,40.094936,PubChem candidate
6.6158223,-51.13858,PubChem candidate
36.084053,28.540358,PubChem candidate
16.751259,71.746765,PubChem candidate
-89.000374,21.373571,PubChem candidate
-95.5466,-34.997265,PubChem candidate
-31.018085,-38.620247,PubChem candidate
57.752605,-0.8909125,PubChem candidate
-56.571964,-45.55511,PubChem candidate
-14.967072,19.45458,PubChem candidate
-74.569435,5.262967,PubChem candidate
54.966095,28.668987,PubChem candidate
-42.942204,21.143557,PubChem candidate
-28.588606,-84.03648,PubChem candidate
34.849434,25.16398,PubChem candidate
-18.791449,-106.76799,PubChem candidate
59.94764,32.243988,PubChem candidate
92.16182,-18.354946,PubChem candidate
-21.561762,-94.443375,PubChem candidate
52.478374,-17.97074,PubChem candidate
-38.400864,71.1628,PubChem candidate
-89.53567,21.63039,PubChem candidate
-51.586086,67.96352,PubChem candidate
22.059057,42.202442,PubChem candidate
-101.43926,23.925661,PubChem candidate
-64.92583,6.692245,PubChem candidate
16.89684,67.24208,PubChem candidate
36.407204,93.78655,PubChem candidate
10.39098,97.5543,PubChem candidate
-11.783604,8.13217,PubChem candidate
1.8591366,-64.72079,PubChem candidate
-14.989306,116.15791,PubChem candidate
63.182182,-53.824665,PubChem candidate
45.92887,-40.126114,PubChem candidate
-15.376737,-40.45862,PubChem candidate
-15.663634,84.38105,PubChem candidate
12.020235,-1.5296581,PubChem candidate
-22.801458,-32.87486,PubChem candidate
-29.468235,-32.288017,PubChem candidate
-74.06387,-11.144529,PubChem candidate
101.443504,23.179543,PubChem candidate
-13.297418,-24.52661,PubChem candidate
-15.451029,-51.63929,PubChem candidate
9.473875,104.23769,PubChem candidate
40.645348,-59.359768,PubChem candidate
-35.94031,102.45538,PubChem candidate
33.186333,81.70684,PubChem candidate
57.471,1.9627324,PubChem candidate
-56.69284,65.90911,PubChem candidate
-38.41094,102.86782,PubChem candidate
92.480576,-31.578835,PubChem candidate
9.918229,111.80886,PubChem candidate
44.729736,104.702324,PubChem candidate
-6.216344,10.1635,PubChem candidate
-130.76627,-9.285705,PubChem candidate
-68.00994,-63.092937,PubChem candidate
-27.673883,59.712063,PubChem candidate
-16.463522,-41.11603,PubChem candidate
10.853763,5.883288,PubChem candidate
-16.141148,117.66238,PubChem candidate
-29.071714,94.66808,PubChem candidate
-13.083697,81.41891,PubChem candidate
-27.531858,-97.68423,PubChem candidate
7.967622,-41.454044,PubChem candidate
114.8217,-20.661896,PubChem candidate
11.625912,-107.06663,PubChem candidate
-23.266386,69.43175,PubChem candidate
-1.9916974,113.3923,PubChem candidate
-0.9058082,19.230663,PubChem candidate
63.72923,-14.939767,PubChem candidate
17.67014,-102.2997,PubChem candidate
-40.095406,67.73351,PubChem candidate
35.69761,-32.37854,PubChem candidate
0.45704934,-110.46138,PubChem candidate
-18.024328,6.6284456,PubChem candidate
108.57932,-28.988312,PubChem candidate
-22.438934,70.439514,PubChem candidate
-22.953463,-47.55185,PubChem candidate
52.862362,-12.773695,PubChem candidate
18.500834,-41.39458,PubChem candidate
-18.822502,-53.941006,PubChem candidate
-58.595222,-46.720585,PubChem candidate
-4.5572457,114.75378,PubChem candidate
42.367573,83.120766,PubChem candidate
-105.706276,-25.344196,PubChem candidate
52.451477,-8.942919,PubChem candidate
-11.318557,-22.834766,PubChem candidate
94.32936,25.350983,PubChem candidate
-1.910746,27.138071,PubChem candidate
-24.783453,70.28968,PubChem candidate
-40.792984,67.44631,PubChem candidate
-107.74743,3.7423594,PubChem candidate
-9.309624,-93.159195,PubChem candidate
0.64360446,-104.226036,PubChem candidate
11.922892,68.956894,PubChem candidate
-16.97833,14.7096815,PubChem candidate
-28.528154,95.45921,PubChem candidate
-105.98576,-13.643254,PubChem candidate
106.6614,21.895575,PubChem candidate
30.575933,32.08678,PubChem candidate
-8.440248,45.309048,PubChem candidate
108.358604,-33.094826,PubChem candidate
-44.42236,-80.93881,PubChem candidate
-40.021667,104.19257,PubChem candidate
68.43705,-64.26084,PubChem candidate
-53.143803,-64.77993,PubChem candidate
-19.944632,-26.599972,PubChem candidate
-34.46087,-98.43373,PubChem candidate
-31.673422,-42.28152,PubChem candidate
-12.705014,-7.7114897,PubChem candidate
-102.35358,18.183306,PubChem candidate
36.61705,18.112381,PubChem candidate
45.54699,-89.89787,PubChem candidate
-101.05985,-34.124928,PubChem candidate
-29.541885,95.64407,PubChem candidate
-42.385406,38.051502,PubChem candidate
17.363024,67.40675,PubChem candidate
0.44167653,85.33017,PubChem candidate
-35.837498,-77.22221,PubChem candidate
-105.24959,30.339813,PubChem candidate
-32.193855,96.961494,PubChem candidate
36.856873,103.06201,PubChem candidate
3.4718378,-65.396416,PubChem candidate
42.81682,-59.35791,PubChem candidate
-4.51848,18.136248,PubChem candidate
-15.895135,20.93165,PubChem candidate
-108.80583,5.4785285,PubChem candidate
-44.57667,-26.983307,PubChem candidate
-37.133266,-46.386177,PubChem candidate
-75.69438,-58.950626,PubChem candidate
-72.36057,12.24567,PubChem candidate
8.23124,-56.795475,PubChem candidate
-61.799294,-55.373707,PubChem candidate
-106.75268,-10.434608,PubChem candidate
16.66111,-14.071009,PubChem candidate
12.455961,64.17125,PubChem candidate
-105.280075,29.989061,PubChem candidate
10.300592,97.919334,PubChem candidate
-52.36961,-81.77202,PubChem candidate
17.48214,-32.94635,PubChem candidate
9.242051,102.77486,PubChem candidate
95.726685,-20.604605,PubChem candidate
-14.275922,-40.11207,PubChem candidate
-33.42536,23.47208,PubChem candidate
-10.547882,75.02166,PubChem candidate
-35.599945,69.077,PubChem candidate
-26.38692,93.95919,PubChem candidate
-24.598736,-81.90388,PubChem candidate
-14.790709,106.504486,PubChem candidate
-18.363794,74.84584,PubChem candidate
42.873684,83.178474,PubChem candidate
12.85859,-56.054417,PubChem candidate
11.441237,5.7737417,PubChem candidate
68.77959,13.664262,PubChem candidate
9.117835,20.565193,PubChem candidate
112.413994,-19.469006,PubChem candidate
-14.287964,72.23508,PubChem candidate
-107.697105,9.263179,PubChem candidate
-65.47521,6.0545716,PubChem candidate
-0.59143955,-6.0495243,PubChem candidate
35.132355,107.2459,PubChem candidate
44.25883,-11.448201,PubChem candidate
40.25217,93.71414,PubChem candidate
42.517197,-88.49589,PubChem candidate
27.647665,112.0804,PubChem candidate
77.481705,7.052244,PubChem candidate
102.411514,3.640883,PubChem candidate
-12.60402,109.81506,PubChem candidate
-8.558913,-11.689011,PubChem candidate
68.52261,-14.478722,PubChem candidate
7.3085237,-104.08617,PubChem candidate
-64.39393,4.8423085,PubChem candidate
-18.53994,96.409676,PubChem candidate
-2.3705392,117.30375,PubChem candidate
-79.6405,-3.8866816,PubChem candidate
-8.992942,-10.910398,PubChem candidate
114.18131,-19.681124,PubChem candidate
-3.0815208,26.355612,PubChem candidate
92.63668,-31.584509,PubChem candidate
-11.178336,-30.870564,PubChem candidate
-25.391937,84.326454,PubChem candidate
-13.99935,4.304137,PubChem candidate
-78.043144,51.460842,PubChem candidate
6.865444,-55.664047,PubChem candidate
-111.6723,-32.01416,PubChem candidate
-0.6953097,-65.06745,PubChem candidate
-34.50568,-59.96291,PubChem candidate
-3.0529087,114.16938,PubChem candidate
-22.599155,-33.27559,PubChem candidate
20.177507,-68.90623,PubChem candidate
-53.852505,-74.4921,PubChem candidate
-12.456796,-4.4540496,PubChem candidate
35.07051,17.362991,PubChem candidate
-33.810932,-47.595978,PubChem candidate
-67.297676,14.384025,PubChem candidate
-30.41815,-12.732604,PubChem candidate
-78.043144,51.460842,PubChem candidate
-26.80462,39.521812,PubChem candidate
7.5397525,-112.056076,PubChem candidate
-47.621113,42.91275,PubChem candidate
8.850412,-56.165764,PubChem candidate
-22.055923,-49.170002,PubChem candidate
33.664837,26.664324,PubChem candidate
-46.79359,40.777023,PubChem candidate
-91.84047,23.176764,PubChem candidate
66.43455,-76.54891,PubChem candidate
-37.86121,38.30241,PubChem candidate
45.508484,-92.06497,PubChem candidate
-14.119974,67.82718,PubChem candidate
-14.6449175,-108.7943,PubChem candidate
-127.23752,-13.126406,PubChem candidate
-20.574844,-36.877136,PubChem candidate
-10.603793,39.84258,PubChem candidate
-12.176015,-104.67153,PubChem candidate
-35.210255,100.22508,PubChem candidate
116.29017,-16.200682,PubChem candidate
-12.503702,1.7699474,PubChem candidate
-18.695108,-106.93361,PubChem candidate
-32.306732,-58.64457,PubChem candidate
-56.208298,-51.53251,PubChem candidate
-42.66377,43.298832,PubChem candidate
10.244937,97.82052,PubChem candidate
-13.854251,-28.486404,PubChem candidate
12.671708,20.539898,PubChem candidate
-31.150023,42.4466,PubChem candidate
16.565903,-14.5130205,PubChem candidate
94.37224,-24.189917,PubChem candidate
-10.785496,-101.404564,PubChem candidate
62.026646,-19.62865,PubChem candidate
53.845455,-22.180817,PubChem candidate
-1.3064911,118.09723,PubChem candidate
-20.961641,5.884844,PubChem candidate
-1.6854773,12.268575,PubChem candidate
51.20819,-40.20309,PubChem candidate
108.02271,-9.68243,PubChem candidate
-40.39244,69.103325,PubChem candidate
-1.3344697,113.742355,PubChem candidate
-97.44387,14.666849,PubChem candidate
-126.14527,-8.502846,PubChem candidate
-62.400723,-58.603153,PubChem candidate
-20.543808,69.45141,PubChem candidate
-43.879375,-45.252506,PubChem candidate
-50.082176,79.61596,PubChem candidate
2.7515159,-59.884518,PubChem candidate
-20.310488,4.773785,PubChem candidate
39.721664,92.87624,PubChem candidate
61.8559,-19.576057,PubChem candidate
-17.709087,-54.805088,PubChem candidate
-11.068492,9.024391,PubChem candidate
-39.78276,-76.52441,PubChem candidate
-34.753643,-98.78419,PubChem candidate
-20.312288,60.47526,PubChem candidate
-1.930159,16.845303,PubChem candidate
-13.601377,-107.06523,PubChem candidate
12.895897,2.0112793,PubChem candidate
68.01493,-8.31259,PubChem candidate
-1.7800097,8.41382,PubChem candidate
57.31005,-1.0721697,PubChem candidate
-111.577,-26.53452,PubChem candidate
2.670771,-72.145874,PubChem candidate
94.07453,-44.54756,PubChem candidate
-17.193596,69.07523,PubChem candidate
-66.167114,-1.0450132,PubChem candidate
-78.93974,53.656315,PubChem candidate
37.76303,105.852646,PubChem candidate
-17.383358,-14.930163,PubChem candidate
-17.04774,83.94835,PubChem candidate
18.227818,-37.137142,PubChem candidate
-29.433903,93.92778,PubChem candidate
-129.93436,-10.320515,PubChem candidate
-22.724133,-36.79781,PubChem candidate
58.158527,-44.065155,PubChem candidate
-27.58133,40.191467,PubChem candidate
-77.82467,-59.371986,PubChem candidate
54.002514,-41.35377,PubChem candidate
-2.3211825,5.5945716,PubChem candidate
92.23971,30.297798,PubChem candidate
-38.452408,65.92035,PubChem candidate
-17.899605,1.7572682,PubChem candidate
98.4067,23.594069,PubChem candidate
28.721745,112.28704,PubChem candidate
-30.97203,-58.08966,PubChem candidate
-22.485157,91.392006,PubChem candidate
62.889175,-53.65429,PubChem candidate
68.57029,4.5678277,PubChem candidate
-25.46383,-29.99406,PubChem candidate
-75.632774,-55.635612,PubChem candidate
-18.692463,-106.96022,PubChem candidate
115.0412,-23.457115,PubChem candidate
5.584892,-111.75804,PubChem candidate
-32.98634,-95.84354,PubChem candidate
14.496305,-105.261505,PubChem candidate
-37.81079,106.96048,PubChem candidate
29.947172,43.37523,PubChem candidate
-19.025095,72.78057,PubChem candidate
-52.58194,40.115696,PubChem candidate
-80.240135,52.81161,PubChem candidate
-26.883997,-8.205377,PubChem candidate
-70.410866,12.713612,PubChem candidate
-37.035812,70.92263,PubChem candidate
-26.337057,-83.122856,PubChem candidate
-80.240135,52.81161,PubChem candidate
-9.54722,-39.015125,PubChem candidate
-44.05359,-45.31722,PubChem candidate
42.10683,-87.80677,PubChem candidate
1.8994612,82.57359,PubChem candidate
75.046585,-1.497121,PubChem candidate
-17.845621,-28.969769,PubChem candidate
-65.04447,16.294039,PubChem candidate
-37.854027,-20.141573,PubChem candidate
-42.996582,-80.00381,PubChem candidate
0.052089844,-0.76756036,PubChem candidate
-102.92282,25.627281,PubChem candidate
38.65838,94.713776,PubChem candidate
71.958694,51.38865,PubChem candidate
39.454437,-92.26015,PubChem candidate
-38.315205,65.21671,PubChem candidate
-66.716324,-46.217087,PubChem candidate
50.695847,-83.00942,PubChem candidate
64.10581,-79.32163,PubChem candidate
-53.375534,34.81228,PubChem candidate
32.80385,-41.71841,PubChem candidate
27.707989,29.258093,PubChem candidate
-2.766748,-100.33731,PubChem candidate
-16.3249,20.29064,PubChem candidate
-15.2653885,117.91149,PubChem candidate
-16.608496,60.02801,PubChem candidate
50.898617,-9.832139,PubChem candidate
-25.199833,-96.35978,PubChem candidate
-72.43551,15.459986,PubChem candidate
-44.146774,-80.253296,PubChem candidate
89.65436,-29.904602,PubChem candidate
-14.479189,-41.195908,PubChem candidate
-11.458418,-106.96938,PubChem candidate
91.49165,-30.406517,PubChem candidate
-49.484722,63.526295,PubChem candidate
8.425019,-57.610016,PubChem candidate
0.80456495,-109.333015,PubChem candidate
-80.240135,52.81161,PubChem candidate
-26.313515,41.49303,PubChem candidate
8.490443,-52.048794,PubChem candidate
106.84339,-5.3703437,PubChem candidate
-62.531406,2.181746,PubChem candidate
10.524703,105.24153,PubChem candidate
116.157974,30.28861,PubChem candidate
76.26518,6.5151086,PubChem candidate
36.666412,107.50403,PubChem candidate
-27.8064,59.36756,PubChem candidate
-12.4345665,108.7325,PubChem candidate
-66.94224,9.051852,PubChem candidate
-52.58806,35.088768,PubChem candidate
-6.982513,-91.553024,PubChem candidate
-14.409838,11.708269,PubChem candidate
-17.185606,16.771437,PubChem candidate
42.328896,-91.43889,PubChem candidate
-30.834652,-24.620432,PubChem candidate
-10.902675,15.331288,PubChem candidate
-28.386768,-55.14171,PubChem candidate
66.30006,-76.92765,PubChem candidate
-74.60983,-61.598583,PubChem candidate
-0.46284583,80.824715,PubChem candidate
30.069227,39.091984,PubChem candidate
29.591866,31.68186,PubChem candidate
39.93685,-94.20836,PubChem candidate
61.193302,-49.905006,PubChem candidate
19.59542,71.02202,PubChem candidate
-45.84544,-84.09293,PubChem candidate
-22.955498,114.63842,PubChem candidate
-38.075474,71.647446,PubChem candidate
-32.26406,22.061888,PubChem candidate
68.71399,1.1760371,PubChem candidate
-18.22209,-29.64235,PubChem candidate
0.46550447,80.38986,PubChem candidate
-56.744614,70.51023,PubChem candidate
-22.60792,-53.975975,PubChem candidate
113.04228,-17.845715,PubChem candidate
-1.9746573,107.77581,PubChem candidate
-23.326815,-93.68832,PubChem candidate
-11.410139,110.890144,PubChem candidate
32.984295,8.276132,PubChem candidate
24.422447,-53.92709,PubChem candidate
-22.256496,7.9756246,PubChem candidate
40.79955,-56.094994,PubChem candidate
-31.878378,-84.66963,PubChem candidate
-133.61877,-11.2020235,PubChem candidate
-91.85111,25.049835,PubChem candidate
-61.480667,-57.203274,PubChem candidate
-71.293945,-46.75896,PubChem candidate
-12.014037,-106.137665,PubChem candidate
-30.579832,-86.19956,PubChem candidate
1.6577797,15.077366,PubChem candidate
-4.423943,46.900013,PubChem candidate
-50.22976,-65.252205,PubChem candidate
92.69557,-29.030998,PubChem candidate
-65.47374,2.5917234,PubChem candidate
-22.369207,-89.75384,PubChem candidate
11.943522,-43.265877,PubChem candidate
10.165348,19.602636,PubChem candidate
-10.067421,-103.96658,PubChem candidate
7.6400332,-61.605125,PubChem candidate
43.60403,103.6058,PubChem candidate
-21.092747,-37.958992,PubChem candidate
42.58459,32.041782,PubChem candidate
5.880709,-111.35313,PubChem candidate
106.73574,-35.653053,PubChem candidate
0.18027216,83.17899,PubChem candidate
-0.90812886,6.4729676,PubChem candidate
-9.3599415,10.476121,PubChem candidate
-124.54825,2.3673222,PubChem candidate
-18.20513,-40.38348,PubChem candidate
52.987667,37.189983,PubChem candidate
-111.29177,-31.418709,PubChem candidate
-30.311905,-97.4493,PubChem candidate
69.940216,15.120199,PubChem candidate
-19.007687,58.774467,PubChem candidate
-27.442774,-56.096012,PubChem candidate
40.600163,-66.65663,PubChem candidate
-22.201763,-19.17809,PubChem candidate
14.12284,4.214238,PubChem candidate
-34.096928,-47.655533,PubChem candidate
0.74238133,-102.90485,PubChem candidate
25.829493,32.552647,PubChem candidate
-23.426119,-31.44379,PubChem candidate
-58.37958,34.102386,PubChem candidate
61.340874,-73.10366,PubChem candidate
4.759296,-55.42701,PubChem candidate
-9.935771,-95.736244,PubChem candidate
20.126875,0.77167183,PubChem candidate
-10.77822,8.70267,PubChem candidate
-41.990364,60.045994,PubChem candidate
-95.58688,3.7336576,PubChem candidate
6.3701806,17.791788,PubChem candidate
40.70706,30.659855,PubChem candidate
48.071808,-12.1600065,PubChem candidate
42.06874,84.54303,PubChem candidate
73.15413,-38.955868,PubChem candidate
