c_Metal_mM,SMILES
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
1,CCCCCCCCCCCC
64.3777,CCCCCCCCCCCC
128.755,CCCCCCCCCCCC
193.133,CCCCCCCCCCCC
257.511,CCCCCCCCCCCC
321.888,CCCCCCCCCCCC
429.185,CCCCCCCCCCCC
515.021,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
0.00084,CCCCCCCCCCCC
500,CCCCCCCCCCCC
1000,CCCCCCCCCCCC
500,CCCCCCCCCCCC
1000,CCCCCCCCCCCC
500,CCCCCCCCCCCC
500,CCCCCCCCCCCC
500,CCCCCCCCCCCC
1000,CCCCCCCCCCCC
500,CCCCCCCCCCCC
1000,CCCCCCCCCCCC
500,CCCCCCCCCCCC
1000,CCCCCCCCCCCC
500,CCCCCCCCCCCC
1000,CCCCCCCCCCCC
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
 ,CC1=CC=CC=C1
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
0.1,CCCCCCCCCCCC
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
 ,CCCCCCCCCC(C)C
0.009,CCCCCCCCCCCC
0.009,CCCCCCCCCCCC
0.009,CCCCCCCCCCCC
0.009,CCCCCCCCCCCC
0.009,CCCCCCCCCCCC
214.592,CCCCCCCCCCCC
214.592,CCCCCCCCCCCC
214.592,CCCCCCCCCCCC
214.592,CCCCCCCCCCCC
214.592,CCCCCCCCCCCC
429.185,CCCCCCCCCCCC
429.185,CCCCCCCCCCCC
429.185,CCCCCCCCCCCC
429.185,CCCCCCCCCCCC
429.185,CCCCCCCCCCCC
858.369,CCCCCCCCCCCC
858.369,CCCCCCCCCCCC
858.369,CCCCCCCCCCCC
858.369,CCCCCCCCCCCC
858.369,CCCCCCCCCCCC
1287.55,CCCCCCCCCCCC
1287.55,CCCCCCCCCCCC
1287.55,CCCCCCCCCCCC
1287.55,CCCCCCCCCCCC
1287.55,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
42.918,CCCCCCCCCCCC
85.837,CCCCCCCCCCCC
128.755,CCCCCCCCCCCC
171.674,CCCCCCCCCCCC
214.592,CCCCCCCCCCCC
 ,CC1=CC(=CC(=C1)C)C 
 ,CC1=CC(=CC(=C1)C)C 
 ,CC1=CC(=CC(=C1)C)C
 ,CC1=CC(=CC(=C1)C)C
 ,CC1=CC(=CC(=C1)C)C
 ,CC1=CC(=CC(=C1)C)C
 ,CC1=CC(=CC(=C1)C)C
 ,CC1=CC(=CC(=C1)C)C
 ,CC1=CC(=CC(=C1)C)C
 ,CC1=CC(=CC(=C1)C)C
 ,CC1=CC(=CC(=C1)C)C
 ,CC1=CC(=CC(=C1)C)C
44.927,CC1=CC(=CC(=C1)C)C
84.4617,CC1=CC(=CC(=C1)C)C
172.508,CC1=CC(=CC(=C1)C)C
297.908,CC1=CC(=CC(=C1)C)C
479.339,CC1=CC(=CC(=C1)C)C
626.261,CC1=CC(=CC(=C1)C)C
818.785,CC1=CC(=CC(=C1)C)C
10.3506,CC1=CC(=CC(=C1)C)C
26.723,CC1=CC(=CC(=C1)C)C
40.1508,CC1=CC(=CC(=C1)C)C
 ,CC1=CC(=CC(=C1)C)C
 ,CC1=CC(=CC(=C1)C)C
 ,CC1=CC(=CC(=C1)C)C
 ,CC1=CC(=CC(=C1)C)C
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.01,CCCCCCCCCCCC
0.013,CCCCCCCCCCCC
0.013,CCCCCCCCCCCC
0.013,CCCCCCCCCCCC
0.013,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
 ,CCCCCCCCCCCC
