record_index,lig_SMI,Sol_SMI,c_lig,c_HNO3,c_Metal_mM,D,logD
402,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,1.0,500.0,0.877034358047028,-0.05698339270242879
403,CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.599451,3.0,0.01,3.98297595237479,0.6002076843198328
404,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.5,4.0,0.1,1.078,0.03261876085071993
405,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,3.0,1000.0,1.17540687160942,0.07018822533816348
406,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,0.1,250.0,0.162748643761299,-0.7884826218653814
407,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,2.0,1000.0,1.11211573236884,0.04614998447069624
408,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,0.203791,2.0,0.01,2.64492762787804,0.422413793103446
409,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,0.0690146,3.0,0.01,0.0087895272566564,-2.05603448275861
410,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.517704,1.0,,0.237595891284276,-0.624161073825504
411,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.3,2.0,,9.74234748814721,0.9886636158427594
412,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,587.234,1.7,0.2304489213782739
413,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,0.507632,2.0,0.01,13.8752679700249,1.142241379310341
414,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,4.0,500.0,2.38698010849909,0.3778487999011506
415,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,1.01555,1.0,,1.0915190504268,0.0380313199105153
416,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.503965,5.2,,3.46058792559826,0.5391498881431767
417,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,0.304729,2.0,0.01,5.85115198709414,0.7672413793103442
418,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,3.0,214.592,6.6588916779821,0.8234019501625136
419,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC(=CC(=C1)C)C,0.96,6.80347,,11.1561615569845,1.047514794837365
420,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,,9.0,,4.21000294637596,0.6242823997773247
421,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,0.590499,2.0,0.01,3.45774612623407,0.5387931034482746
422,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.621269,1.015,50.0,0.494196837112526,-0.3061000384340861
423,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,332.196,0.737631121801296,-0.1321607680099658
424,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,335.319,3.3,0.5185139398778874
425,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,0.5,6.5,0.03,0.739780418067508,-0.1308971686110271
426,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,0.1,100.0,0.0361663652802892,-1.441695135640719
427,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.98,0.01,2.3256,1.04,0.01703333929878037
428,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,2.0,,6.00346388193916,0.7784019021736095
429,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,80.8129,8.63999042800489,0.9365132613368841
430,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,4.0,100.0,6.21157323688969,0.7932016100908708
431,CCCCCCCCN(CCCCCCCC)C(=O)CCCCCCC,CCCCCCCCCCCC,0.5,9.98112,,2.71787132644957,0.4342288918608878
432,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,4.0,0.1,12.426323074155,1.094342640722355
433,CCCCCCCCN(CCCCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,,10.0,,1.09093175366695,0.03779758291381349
434,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC=CC=C1,0.5,0.5,50.0,1.95341069738634,0.2907935616990988
435,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,3.0,0.1,4.8,0.6812412373755872
436,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.200381,,,0.878361176360775,-0.05632686832306318
437,CCCCCCCCN(CCCCCCCC)C(=O)CCC,CCCCCCCCCCCC,0.5,2.0,,1.00246649322985,0.001069865533045818
438,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.01,200.0,7.88,0.8965262174895553
439,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.958592,1.015,50.0,0.310974642101185,-0.5072750233349814
440,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.09742,3.0,0.01,6.98947320727347,0.8444444444444436
441,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.0199393,0.01,50.0,0.0526550608871736,-1.278559880703671
442,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.98,0.01,7.2373,1.11,0.04532297878665748
443,CCCCCCN(CCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.5,2.0,,0.39,-0.4089353929735008
444,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,905.162,0.837151837899427,-0.07719576496805934
445,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,83.5303,0.871387122416541,-0.05978886246861603
446,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC=CC=C1,0.193509,3.0,100.0,0.566346483234578,-0.2469177919249304
447,CCCCCCCCN(CCCCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,0.5,7.30404,,2.50191478016384,0.3982725127375335
448,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.5,1.0,0.1,0.0363454956649569,-1.439549404036478
449,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,,5.0,,1.12495851149515,0.05113650594874027
450,CCCCCCN(CCCCCC)C(=O)CCC,CCCCCCCCCCCC,0.4,,,0.636124838785532,-0.1964576461828072
451,CCCCOP(=O)(OCCCC)OCCCC,CCCCCCCCCCCC,1.1,0.0989,,0.3059,-0.5144205230153214
452,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.0098,3.0,,0.0686,-1.163675884293248
453,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,1.0,4.57138,,12.4050871412358,1.093599819380088
454,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,3.0,0.1,6.3,0.7993405494535817
455,CCCCN(CCCC)C(C)=O,CC1=CC=CC=C1,0.5,6.0,,6.4,0.8061799739838872
456,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,0.0500486,2.0,0.01,0.150218747966953,-0.8232758620689614
457,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.540345,10.2,,0.713700722121948,-0.1464838638239616
458,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,4.0,0.1,2.85695628801003,0.4559035956430633
459,CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,1.5,3.0,500.0,3.54545454545454,0.5496719218682735
460,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,237.331,3.36126910400646,0.5265032835812309
461,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,3.0,858.369,4.5574463002895,0.6587215601300098
462,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.517704,1.0,,0.237595891284276,-0.624161073825504
463,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,3.92564,,24.1403389044112,1.382743362831857
464,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,1.0,0.01,0.24,-0.619788758288394
465,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCCC,0.204,1.0,0.0004,1.421,0.1525940779274698
466,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCCCC,0.5,3.0,4.2,14.95,1.174641192660449
467,CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,CC1=CC=CC=C1,0.602579,3.0,100.0,3.83387712957857,0.583638190231899
468,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,CCCCCCCCCC(C)C,1.25065,4.9,,19.7122792151769,1.294736842105262
469,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,0.267493,3.5,,1.08919806549394,0.03710686132560858
470,CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,1.0,3.0,500.0,1.63157894736842,0.2126080928814434
471,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,3.0,1000.0,0.388888888888888,-0.4101744650890502
472,CCCCC(CC)C(=O)N(CCCC)CCCC,CC1=CC(=CC(=C1)C)C,1.0,1.0,,1.19894385576433,0.07879884639939841
473,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,0.118115,2.0,0.01,0.104049831036578,-0.9827586206896575
474,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,4.0,858.369,5.37313211243472,0.7302275189599128
475,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,403.411,3.35017676798892,0.5250677226597732
476,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,1.0,0.01,0.125264090350313,-0.9021734110319146
477,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.99711,10.2,,6.98464713835244,0.8441444706166565
478,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,1.0,0.01,0.24,-0.619788758288394
479,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,4.0,0.01,3.69,0.5670263661590603
480,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.520432,2.0,,4.73811461087122,0.6756055617195716
481,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,36.5481,0.865924570683282,-0.06251993703895245
482,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,945.309,0.696879372534325,-0.1568423903044674
483,CCCCCCCCN(CCCCCCCC)C(=O)CCC,CCCCCCCCCCCC,,3.0,,1.66409655654588,0.2211785219297459
484,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCCC,0.041,1.0,0.0004,0.027,-1.568636235841013
485,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,0.987,,0.888623816274341,-0.051282051282051
486,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,6.0,0.01,4.18,0.6211762817750351
487,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.216926,8.5,,1.04910017660844,0.02081696013925367
488,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.519787,1.0,,0.0601084314284688,-1.221064605101569
489,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,1.42168,1.015,50.0,4.30052863121147,0.6335218433719506
490,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,771.528,1.46134332597456,0.1647522604652088
491,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,6.0,0.01,4.18,0.6211762817750351
492,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,3.0,,10.0391940070001,1.001698847035765
493,CCCCCCN(CCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.2,,,0.0479716081887313,-1.319015722105611
494,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,1.66179,5.2,,32.0326479834317,1.50559284116331
495,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,4.0,0.1,3.6890496314306,0.5669144981412634
496,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,3.5,,2.8,0.4471580313422192
497,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,0.199014,2.0,,0.0270743562738948,-1.567441860465111
498,CCCCCCN(CCCCCC)C(=O)CCC,CCCCCCCCCCCC,,6.0,,2.14684306794515,0.3318002991095532
499,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC=CC=C1,0.5,1.0,50.0,0.659949727214238,-0.1804891463142153
500,CCCCC(CC)C(=O)N(CCCC)CCCC,CC1=CC(=CC(=C1)C)C,0.96,2.12632,,3.56902084362968,0.5525490843095185
501,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,5.0,0.01,4.6,0.6627578316815741
502,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,9.80066,4.35309278350512,0.6387979239767979
503,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,0.5,6.4707,,4.84234468556832,0.6850556999575159
504,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,1.08928,0.74962714460897,-0.1251546956789144
505,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,4.0,0.1,2.89426612471675,0.4615384615384614
506,CCCCC(CN(C(CCC)=O)CC(CCCC)CC)CC,CCCCCCCCCCCC,,7.0,,9.48823410082157,0.9771853913912649
507,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCCCC,0.04,1.0,0.0004,0.0072,-2.142667503568731
508,CCCCCCCCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCC(C)C,0.5,8.1747,,4.70362109575205,0.6724323295111406
509,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.218704,,,10.873093329895,1.036353115842418
510,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.519787,1.0,,0.0601084314284688,-1.221064605101569
511,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,1.0,1.64283,,4.49440502176264,0.6526722071108372
512,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,6.0,0.01,5.29416746590001,0.7237976748508552
513,CCCCCCCCN(CCCCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.8,2.0,,0.940484407808569,-0.02664840017615605
514,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.1,4.0,85.837,2.79,0.4456042032735976
515,CCCCN(CCCC)C(=O)CCC,CC1=CC=CC=C1,1.0207,3.0,,23.1172028218273,1.363935283358457
516,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,167.66,4.5,0.6532125137753437
517,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,8.0,0.01,3.3,0.5185139398778874
518,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.1,4.0,128.755,2.381,0.3767593954048798
519,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,0.5,5.0107,,5.4416106708378,0.7357274662281335
520,CCCCCCCCN(CCCCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,0.5,6.21625,,2.72263706432691,0.4349897524434111
521,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.5,128.755,9.35,0.9708116108725178
522,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.468522,1.015,50.0,0.254796453250924,-0.5938066216438812
523,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.0,1.44615,,0.651796590980974,-0.1858879153069338
524,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,2.0,1250.0,0.822784810126515,-0.08471373464762134
525,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.02,1.0,0.0004,0.01,-2.0
526,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCCC,0.02,1.0,0.0004,0.005,-2.301029995663981
527,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.898544,10.2,,1.4594538705602,0.1641903726520483
528,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,1.95,0.290034611362518
529,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC=CC=C1,0.5,6.0,50.0,3.88026468556409,0.5888613512538016
530,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,4.0,0.013,10.3438100126179,1.014680535148689
531,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,,0.5,,0.0783522154846263,-1.105948718925517
532,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.1,0.01,0.0023175642399841,-2.634968218916374
533,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,3.03,11.0,1.08,0.03342375548694973
534,CCCCCCCCN(CCCCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,,8.0,,4.33005849249077,0.6364937630495308
535,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.25,,,1.28220161112664,0.1079563182527277
536,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,2.03768,0.00084,4.28133239871939,0.6315789473684207
537,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,3.0,0.1,15.9,1.201397124320452
538,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,6.0,100.0,8.01989150090415,0.9041684928630465
539,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,238.768,4.85461815217696,0.686155075454263
540,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.0119717,0.01,50.0,0.0164000104537512,-1.785155875122728
541,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,0.11,11.0,,
542,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,4.0,250.0,4.59312839059674,0.6621085853152393
543,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,0.164017,6.7488762320829,0.8292314636701624
544,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCCCC,0.2,1.046,4.2,0.202,-0.6946486305533762
545,CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,1.0,5.00754,0.00084,4.83293023857175,0.6842105263157892
546,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,0.0845494,4.9,0.6901960800285137
547,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,7.63186,0.906532529693313,-0.04261660721896531
548,CCCCC(CN(C(CCC)=O)CC(CCCC)CC)CC,CCCCCCCCCCCC,,9.0,,8.45357034181965,0.9270401707559837
549,CCCCCCCCCCCCCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,CCCC(C)CC(C)C ,0.5,3.0,,1459.416,3.164179103238849
550,CCCCCCCCN(CCCCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,0.992707,2.0,,2.39992492914354,0.3801976569746794
551,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.0637623,0.01,50.0,0.515086505491048,-0.2881198278471295
552,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,2.0,0.1,2.6055400547315,0.4158977539238713
553,CCCCCCN(CCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.5,2.0,,0.49,-0.3098039199714863
554,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.0,0.367497,,0.0390844040765902,-1.407996505383249
555,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,0.337403,3.80668388649071,0.5805468137587255
556,CCCCCCCCCCCC(=O)N(CCCCCCCC)CCCCCCCC,CC1=CC=CC=C1,0.49844,,,5.241374132027,0.7194451609763224
557,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,1.0,0.01,0.960510624271812,-0.01749782701560991
558,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,4.0,1250.0,0.831826401446612,-0.07996729962314643
559,CCCCCCCCN(CCCCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.5,2.0,,0.370198474892077,-0.4315653747438915
560,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.0062,5.0,,4.19923772748273,0.6231704616375756
561,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,5.0,0.01,4.33834923788614,0.6373245098685487
562,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,336.987,3.17261321033591,0.5014171282441098
563,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,332.196,0.737631121801296,-0.1321607680099658
564,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,CCCCCCCCCC(C)C,0.5,6.74447,,4.12058667163934,0.6149590534401633
565,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.713929,1.0,,0.483686268643715,-0.3154362416107405
566,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,187.29,0.931783202719652,-0.03068512285530053
567,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,0.422747,3.1,0.4913616938342727
568,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.5,3.0,500.0,4.0,0.6020599913279624
569,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.1,0.01,0.0023175642399841,-2.634968218916374
570,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.487865,1.015,50.0,0.0617067839579047,-1.20966708761141
571,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,6.0,1000.0,0.904159132007226,-0.04375512696868296
572,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,5.0,0.01,17.924095340336,1.253437245309724
573,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,0.5,6.5,0.03,0.739780418067508,-0.1308971686110271
574,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,1.01005,5.2,,12.0375169802006,1.080536912751675
575,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,6.0,0.01,3.77,0.5763413502057929
576,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCCCC,0.75,3.0,4.2,28.6,1.456366033129043
577,CCCCCCN(CCCCCC)C(=O)CCC,CCCCCCCCCCCC,,2.0,,1.21796459159288,0.08563466276372743
578,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,0.100578,0.00084,0.0321750178854765,-1.49248120300752
579,CCCCC(CN(C(CCC)=O)CC(CCCC)CC)CC,CCCCCCCCCCCC,,0.5,,0.219013084491326,-0.6595299383442075
580,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,2.0,100.0,2.11573236889692,0.3254607304414622
581,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,0.293768,0.00084,0.0050089736114166,-2.300251256281407
582,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,6.0,0.01,4.18,0.6211762817750351
583,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,0.1,0.013,0.559093651374485,-0.2525154392181344
584,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,840.99,1.21041590715303,0.082934622503059
585,CCCCCCN(CCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.1,,,0.0099997433391807,-2.000011146780801
586,CCCCCCN(CCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,,3.0,,0.880282783751191,-0.055377791833341
