record_index,lig_SMI,Sol_SMI,c_lig,c_HNO3,c_Metal_mM,D,logD
774,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,4.0,0.01,19.1954486045271,1.283198266190026
775,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.3,2.0,,6.68084901190015,0.8248316567500222
776,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,3.5,,2.22,0.3463529744506387
777,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.01,200.0,7.88,0.8965262174895553
778,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,1.0,0.1,2.22853675751001,0.3480198017392754
779,CCCCCCCCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCC(C)C,0.5,0.977555,,0.295923666617574,-0.528820300569675
780,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,1.0,10.7387,,2.76387966402113,0.4415191304571257
781,CCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.5,6.0,,5.0,0.6989700043360189
782,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,57.5048,0.776231861821051,-0.110008534838633
783,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.584656,2.0,,0.261223622755267,-0.5829875518672214
784,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,564.586,1.30802992935668,0.1166176813015091
785,CCCCC(CN(C(CCC)=O)CC(CCCC)CC)CC,CCCCCCCCCCCC,,10.0,,8.03501876458057,0.9049868953301389
786,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,0.01,0.01,0.0047496206025883,-2.323341080224196
787,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.01,200.0,7.88,0.8965262174895553
788,CCCCCC(=O)N(C(C)CC)C(C)CC,CC1=CC=CC=C1,0.5,6.0,,4.0,0.6020599913279624
789,CCCCCCCCN(CCCCCCCC)C(=O)CCC,CCCCCCCCCCCC,,2.0,,1.27842482893521,0.1066751967046165
790,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,0.5,429.185,0.960871300767301,-0.01733477789815788
791,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,6.0,0.01,4.18,0.6211762817750351
792,CCCCOP(=O)(OCCCC)OCCCC,CCCCCCCCCCCC,1.1,3.989,,23.029,1.362275079783117
793,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,2.0,1000.0,1.11211573236884,0.04614998447069624
794,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCCCC,0.2,0.01,4.2,0.002,-2.698970004336019
795,CCCCOP(=O)(OCCCC)OCCCC,CCCCCCCCCCCC,1.1,0.011,,0.0445,-1.351639989019068
796,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.098867,2.0,,0.0106916723984942,-1.97095435684647
797,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.5,0.1,13.9,1.143014800254095
798,CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCC(C)C,,2.80922,,2.67390097090342,0.4271453189369645
799,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,1.0,0.01,1.29680660654134,0.1128752143459643
800,CCCCN(CCCC)C(=O)CCC,CC1=CC=CC=C1,0.5,3.5,50.0,2.23,0.3483048630481607
801,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,631.674,1.14915083332689,0.06037703633173449
802,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.2,5.19355,1.0,10.7272727272727,1.030489322147899
803,CCCCCCCCN(CCCCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,0.100759,2.0,,0.0243739295915402,-1.613074447739991
804,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,0.5,3.03288,,2.88622771676934,0.4603305929511411
805,CCCCCCCCN(CCCCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.1,2.0,,0.0136908269967427,-1.863570317441311
806,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,2.0,429.185,3.26244196804387,0.5135427952329354
807,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.01,200.0,6.49,0.8122446968003693
808,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,0.47194,2.0,0.01,2.14731892515128,0.3318965517241376
809,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,3.0,429.185,4.40102291135255,0.6435536294691222
810,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,0.27875,3.0,0.01,0.150218747966951,-0.8232758620689672
811,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,736.371,1.04726760379676,0.02005766926485197
812,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,337.403,3.8066838864907,0.5805468137587243
813,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,1.0,,1.01546240678972,0.006663850117991262
814,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,442.471,2.55304548202105,0.4070585517469932
815,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.00581296,0.01,50.0,0.0431616386862831,-1.364902075136013
816,CCCCN(CCCC)C(C)=O,CC1=CC=CC=C1,0.5,3.0,,9.9,0.9956351945975499
817,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.196281,2.0,,0.0267538256250419,-1.572614107883811
818,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,6.0,0.01,4.45004200585185,0.648364110491845
819,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,0.01,0.01,0.0047496206025883,-2.323341080224196
820,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,CCCCCCCCCC(C)C,0.5,3.0326,,1.87213816427126,0.272337896627725
821,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,1.95,0.290034611362518
822,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,3.0,1.0,2.29,0.359835482339888
823,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,4.0,214.592,7.85069145102536,0.8949079089924165
824,CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,3.5,,2.15,0.3324384599156053
825,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,3.0,1000.0,1.0,0.0
826,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,1000.0,0.538461538461538,-0.2688453122925803
827,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.0350256,0.01,50.0,0.16909263820124,-0.7718752999018175
828,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,0.67316,1.6528322599201,0.2182287808022146
829,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.204793,1.015,50.0,0.0304477848378741,-1.516444298028881
830,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.440659,2.0,,3.51516014906716,0.5459451160618883
831,CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,CCCCCCCCCCCC,0.5,1.48427,,0.122265312264006,-0.9126967386229311
832,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,1.67099,1.015,50.0,6.60332147256308,0.8197624407474513
833,CCCCCCCCCCCC(=O)N(CCCCCCCC)CCCCCCCC,CC1=CC=CC=C1,,3.0,,1.20376096920685,0.08054025763564433
834,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,4.0,1000.0,1.15732368896923,0.06345484267917818
835,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.01,200.0,3.25,0.5118833609788743
836,CCCCC(CC)C(=O)N(CCCC)CCCC,CC1=CC(=CC(=C1)C)C,1.0,4.0,,7.57320407806674,0.8792796600840976
837,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.02,3.0,4.20133,0.306,-0.51427857351842
838,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,796.463,0.931783202719652,-0.03068512285530053
839,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,4.0,1287.55,4.98568470699537,0.6977248104008661
840,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,0.1,100.0,0.0361663652802892,-1.441695135640719
841,CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.399433,3.0,0.01,1.97013671968561,0.2944963655243999
842,CCCCCCCCCC(=O)N(C)C,CC1=CC=CC=C1,0.5,6.0,,4.4,0.6434526764861874
843,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.1163,2.0,0.01,0.0304029390287046,-1.517084431448743
844,CCCCCCCCCCCC(=O)N(CCCCCCCC)CCCCCCCC,CC1=CC=CC=C1,0.2,,,1.33868090020599,0.1266770670826814
845,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,5.0,750.0,1.51898734177214,0.18155415475718
846,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,997.92,0.666409783460091,-0.1762586357436119
847,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.4643,2.0,0.01,0.583347475021174,-0.2340726776061404
848,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,673.16,1.65283225992009,0.2182287808022119
849,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,5.0,0.01,17.924095340336,1.253437245309724
850,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,6.0,250.0,5.25316455696202,0.7204210054216508
851,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC=CC=C1,0.5,7.0,50.0,3.16243534900584,0.5000216558101156
852,CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,3.0,0.01,16.0,1.204119982655925
853,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,88.0849,4.02992044275336,0.6052964725395565
854,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,2.24,0.3502480183341629
855,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,0.05901,2.0,0.01,0.0234795438387778,-1.629310344827578
856,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,5.0,0.01,4.33834923788614,0.6373245098685487
857,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,0.1,0.1,0.908445883020586,-0.04170093891793042
858,CCCCCCCCN(CCCCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,0.5,8.83446,,1.79210625818023,0.2533637564272291
859,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.299131,,,1.92549708809687,0.2845428661815921
860,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,0.507632,2.0,0.01,13.8752679700249,1.142241379310341
861,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,3.0,0.1,7.9,0.8976270912904415
862,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,0.711123,0.00084,0.111942493077333,-0.9510050251256278
863,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.191158,1.015,50.0,0.0071673683525506,-2.144640275261264
864,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.405875,0.01,1.0,4.21201390188393,0.6244897959183671
865,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,2.22,0.3463529744506387
866,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.00581296,0.01,50.0,0.0431616386862831,-1.364902075136013
867,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.0157107,0.01,50.0,0.382923908021173,-0.4168875174404437
868,CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,3.0,0.01,8.50370826664505,0.9296083526018456
869,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,0.676824,1.2,0.07918124604762482
870,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,0.5,6.01085,,5.47831140736381,0.7386467155148417
871,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,3.0,500.0,1.77777777777777,0.249877473216598
872,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,3.0,0.01,7.32989795830838,0.8650979287404373
873,CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,CC1=CC=CC=C1,0.5,3.5,50.0,2.6,0.414973347970818
874,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,0.304729,2.0,0.01,5.85115198709414,0.7672413793103442
875,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.25,,,0.768782399674274,-0.1141965678627143
876,CCCCCCCCCCCC(=O)N(CCCC)CCCC,CC1=CC=CC=C1,0.2,,,0.637793644420842,-0.1953198127925111
877,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.25,,,1.50175492179659,0.1765990639625574
878,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCCCC,0.1,1.0,0.0004,0.0512,-1.290730039024169
879,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,0.1,0.01,0.172645847687107,-0.7628438624246476
880,CCCCCCCCN(CCCCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.3,2.0,,0.14654667702392,-0.8340240248307097
881,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,0.01,1.19,0.07554696139253074
882,CCCCOP(=O)(OCCCC)OCCCC,CCCCCCCCCCCC,1.1,6.0,,30.4366,1.483396136807168
883,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,3.0,0.1,0.6,-0.2218487496163564
884,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,4.0,0.01,9.72996976265629,0.9881114906350605
885,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,2.13,0.3283796034387377
886,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,1.0,0.218698,,0.0847498771487215,-1.071860922666721
887,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.1,1.4,0.146128035678238
888,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.0157107,0.01,50.0,0.382923908021173,-0.4168875174404437
889,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,1.0,5.82694,,79.5841251025242,1.900826446281001
890,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,1.0,0.1,2.00865603054324,0.3029055729718366
891,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,0.1,1000.0,0.678119349005449,-0.168693863576964
892,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,6.0,0.01,4.18,0.6211762817750351
893,CCCCCCCCN(CCCCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,0.5,9.8521,,1.65325318726065,0.2183393686410296
894,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,5.0,250.0,5.23508137432188,0.7189234367587567
895,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,6.0,750.0,1.46473779385171,0.1657598875739492
896,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,1.0,858.369,1.64696634149063,0.2166847237269759
897,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,0.192594,3.5,,0.577621486390846,-0.2383566602316601
898,CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,2.0,0.01,10.5,1.021189299069938
899,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,4.0,0.01,19.1954486045271,1.283198266190026
900,CCCCCCN(CCCCCC)C(=O)CCC,CCCCCCCCCCCC,0.1,,,0.0325152565729403,-1.487912814690911
901,CCCCCCCCCCCC(=O)N(CCCCCCCC)CCCCCCCC,CC1=CC=CC=C1,0.2,,,0.607383987683911,-0.2165366614664583
902,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.0199393,0.01,50.0,0.0526550608871736,-1.278559880703671
903,CCCCCCCCCCCC(=O)N(CCCC)CCCC,CC1=CC=CC=C1,0.200381,,,1.25680952069989,0.0992694619521627
904,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,3.0,250.0,3.31826401446655,0.5209109372834104
905,CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,CCCCCCCCCCCC,0.5,1.97268,,0.243979854301401,-0.612646032378238
906,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,1.0,,0.15,-0.8239087409443188
907,CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,CCCCCCCCCCCC,1.0,1.0,0.01,6.36140149286869,0.8035528064607984
908,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,497.489,0.485805994237411,-0.3135371308479524
909,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC=CC=C1,0.5,0.5,50.0,3.58047177889306,0.5539402549876365
910,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.0379258,0.01,50.0,1.83121707481113,0.2627398291759235
911,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,2.0,,0.599082605098626,-0.2225132903568139
912,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,1.0,1.00289,0.00084,1.51513429247605,0.180451127819548
913,CCCCCCCCN(CCCCCCCC)C(=O)CCC,CCCCCCCCCCCC,,9.0,,2.97937767199123,0.4741255587590221
914,CCCCCCN(CCCCCC)C(=O)CCC,CCCCCCCCCCCC,0.5,2.0,,1.26,0.1003705451175629
915,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,,7.0,,3.95632948086757,0.5972924522285327
916,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,3.0,0.01,2.22,0.3463529744506387
917,CCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.5,3.0,,5.1,0.7075701760979364
918,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,0.1004,,0.0352377805845041,-1.452991452991453
919,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,3.0,0.1,2.1,0.3222192947339193
920,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CC1=CC=CC=C1,0.5,3.0,50.0,2.92127021415216,0.4655717305742211
921,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,CCCCCCCCCCCC,1.0,0.01,0.01,0.0047496206025883,-2.323341080224196
922,CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,CC1=CC=CC=C1,0.5,1.5,50.0,0.783516397130863,-0.1059519103518204
923,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.2,4.14516,1.0,7.36363636363636,0.8670923337204245
924,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,3.0,1000.0,1.17540687160942,0.07018822533816348
925,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,631.674,1.14915083332689,0.06037703633173449
926,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,1.0,5.0,0.1,4.34519278535275,0.6380090497737567
927,CCCCCCCCN(CCCCCCCC)C(=O)CCCCCCC,CCCCCCCCCCCC,0.5,7.00964,,3.99801775045757,0.6018447179733589
928,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.621269,1.015,50.0,0.494196837112526,-0.3061000384340861
929,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,CCCCCCCCCC(C)C,0.5,2.08799,,0.59499209974315,-0.225488800760079
930,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,1.0,500.0,0.877034358047028,-0.05698339270242879
931,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.349463,2.0,0.01,0.266532839582669,-0.5742492738010503
932,CCCCN(CCCC)C(=O)CCC,CC1=CC=CC=C1,4.46527,3.0,,108.797664775259,2.036619573798714
933,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,,2.0,,0.845954435721482,-0.07265302803383195
934,CCCCCCN(CCCCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.5,2.0,,0.31,-0.5086383061657274
935,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,10.0,0.01,2.4,0.380211241711606
936,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.3,4.0,,3.49412411917016,0.5433383280405261
937,CCCCCCCCCCCC(=O)N(CC)CC,CC1=CC=CC=C1,0.3,2.0,,15.8532468434877,1.200118221872587
938,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC,0.1,5.9848,,20.4428438120377,1.310541310541309
939,CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,1.0,3.03286,0.00084,2.1052722727657,0.3233082706766902
940,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,3.0,1.01631,0.819720603770073,-0.08633414873527538
941,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.1,0.5,214.592,0.891584507765904,-0.04983748645720439
942,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,0.202223,5.2,,0.665681088642024,-0.1767337807606265
943,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.5,6.0,1000.0,0.904159132007226,-0.04375512696868296
944,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,5.0,0.1,4.52256942822205,0.6553852426545229
945,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,5.0,0.1,12.6114099544882,1.100763643371112
946,CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,CCCCCCCCCCCC,1.0,0.293823,0.00084,0.03081213588714,-1.511278195488722
947,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,CCCCCCCCCCCC,0.69623,3.0,0.01,1.08263673387405,0.03448275862068784
948,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,1.0,0.01,0.1,0.917054914031163,-0.03760465762697581
949,CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCCCCCCC(C)C,1.53887,4.9,,29.0507865051085,1.463157894736841
950,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,1.0,3.93303,,25.0234454756865,1.398347107438026
951,CCCCCCCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCCC,0.5,7.94053,,4.33070390290895,0.6365584913426995
952,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCC(C)CC(C)C ,1.0,7.18094,,8.24772697151993,0.9163342758539162
953,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,1.0,7.0,0.01,3.8,0.5797835966168101
954,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,CCCCCCCCCCCC,0.2,6.0,0.03,0.179552125648274,-0.7458094490628238
955,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.1163,2.0,0.01,0.0304029390287046,-1.517084431448743
956,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCC(C)CC(C)C ,0.072164,0.01,50.0,5.77955721541717,0.7618945674400744
957,CCCCCCN(CCCCCC)C(=O)CCCCC,CCCCCCCCCCCC,1.0,1.98679,,5.1374049715218,0.7107438016529042
958,CCCCCCN(CCCCCC)C(=O)CCC,CCCCCCCCCCCC,,4.0,,3.31580904542016,0.5205895119541644
959,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,CCCCCCCCCCCC,0.955147,2.0,,1.45847978802183,0.1639004149377578
960,CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CC1=CC=CC=C1,0.5,3.5,50.0,2.7,0.4313637641589874
